probe_name	transcript_name	function	structural	category	sub category 1	Officix7515_In1.c	Officix7515_In1.t	Officix7515_In5.c	Officix7515_In5.t	Officix7515_L1.c	Officix7515_L1.t	Robustx7515_In1.c	Robustx7515_In1.t	Robustx7515_In5.c	Robustx7515_In5.t	Robustx7515_L1.c	Robustx7515_L1.t	Spontx7515_In1.c	Spontx7515_In1.t	Spontx7515_In5.c	Spontx7515_In5.t	Spontx7515_L1.c	Spontx7515_L1.t
GS1_SS_19853_08674	SCCCFL4002E09.g	.	.	.	AP-3 complex subunit beta-2; Adapter-related protein complex 3 subunit beta-2; Adaptor protein complex AP-3 beta-2 subunit; AP-3 complex beta-2 subunit; Beta3B-adaptin; Clathrin assembly protein complex 3 beta-2 large chain	9.8403	9.4887	10.0313	9.4908	8.5864	8.4055	9.4645	10.3298	9.8164	10.6331	8.6663	9.3942	10.0272	10.4821	9.9307	10.1776	8.4152	9.4335
GS1_SS_17255_17759	SCSBSB1054B08.g	.	.	Pathogenicity	R-gene			6.7935						6.7182	8.0457	6.0508	8.1018		7.3726		7.8446		6.4921
GS1_SS_19852_01575	SCCCFL4002E08.g	.	.	.	Chromodomain-helicase-DNA-binding protein Mi-2 homolog; ATP-dependent helicase Mi-2; dMi-2	9.9957	10.6558	9.3707	9.051	8.5488	8.5869	9.8403	10.4143	8.7439	8.3599	8.6865	8.98	9.9491	9.9994	9.0445	9.043	8.6812	9.4455
GS1_AS_16974_15452	SCQGSB1065B11.g	Carbohydrate metabolism	.	Carbohydrate metabolism	1,4-alpha-glucan branching enzyme (starch branching enzyme)	7.2966	7.2631	6.7352		6.932	7.65	7.2369	8.1931	6.5842	7.0663	6.6704	7.438	7.2614	8.1634	6.3148		6.6842	7.2714
GS1_SS_17276_20176	SCEPRZ1010E06.g	Signal Transduction	kinase/phosphatase	Protein phosphatase	serine/threonine PPM family	13.1956	12.4516	13.1504	13.9972	12.8512	12.8102	12.8957	12.9335	13.2073	14.5968	12.8483	13.56	13.3226	14.0311	13.2683	13.97	12.6982	12.9268
GS1_SS_19887_13768	SCEZLB1014A12.g	.	.	.	HVA22-like protein k (AtHVA22k)	13.4615	13.4898	13.0226	13.1955	12.9116	12.7648	13.44	13.408	13.078	13.0943	13.1661	13.0252	13.3631	12.9212	12.9468	12.4224	12.9797	12.716
GS1_SS_17277_05640	SCVPCL6046G06.g	.	.	.	Putative receptor-like protein kinase At1g72540					8.305	9.8793					8.2683	8.2505				7.2228	7.7536	
GS1_SS_17278_03232	SCACLR1127A07.g	.	.	.	RecName:Leucine-rich repeat extensin-like protein 6; Short=AtLRX6; Short=LRR/EXTENSIN6; AltName:Cell wall hydroxyproline-rich glycoprotein; Flags: Precursor	12.9478	12.8393	13.6478	13.7102	13.7137	14.0969	12.9448	13.2544	13.9288	14.0151	13.63	14.4622	12.9916	13.3194	13.735	13.8285	13.5314	13.8041
GS1_SS_17279_14197	SCSFSB1070D02.g	.	.	.	Putative salt tolerance-like protein At1g78600	12.8711	12.8035	12.8324	12.4755	12.2002	12.0625	12.7216	13.1967	12.8164	13.1893	12.1002	12.6449	12.6961	13.3047	12.96	13.8514	12.2485	13.0492
GS1_SS_17264_07752	SCSFSB1068B08.g	.	.	.	Pentatricopeptide repeat-containing protein At1g05665, mitochondrial;	7.3246	8.3238	7.145	7.5184	8.2791	8.8686	7.3122	7.4593	6.9685		8.342	7.6737	7.4057	8.0111	6.7408		8.1926	8.3567
GS1_SS_19871_14817	SCSGFL1079D12.g	Others	uncharacterized	lipid metabolism	Cyclopropane-fatty-acyl-phospholipid synthase; Cyclopropane fatty acid synthase; CFA synthase Cyclopropane-fatty-acyl-phospholipid synthase; Cyclopropane fatty acid synthase; CFA synthase	7.645	8.712		7.3201			7.6292	8.0376					7.5366	10.3399	8.9141	9.2395		
GS1_SS_19870_19090	SCJFLR1013H10.g	Carbohydrate metabolism	Nucleotide sugar synthesis, conversion and transport	Cell wall	UDP-glucose dehydrogenase	14.1799	12.8984	15.5823	14.5575	12.2639	11.3117	14.1183	13.2914	15.6061	14.8237	12.5918	12.3684	14.194	14.6312	15.6271	15.2462	12.4546	12.764
GS1_SS_19876_01220	SCCCLR1069H04.g	.	.	.	RecName:DEAD-box ATP-dependent RNA helicase 42	11.228	10.2479	11.0915	10.3811	10.3077	9.8603	11.1023	10.7826	11.0934	11.0265	10.3454	9.6511	11.1536	9.6854	11.0932	10.0043	10.3004	8.8207
GS1_SS_17268_03596	SCSFSB1068F11.g	Transport	.	.	RecName:Probable sugar phosphate/phosphate translocator At3g14410	9.7694	9.4498	9.5724	9.3166	8.9415	8.9977	9.6029	8.7039	9.5216	8.3876	8.9735	8.5162	9.7767	9.2899	9.2359	8.2671	8.9659	8.4468
GS1_SS_17269_08166	SCSFSB1068G11.g	Signal Transduction	Regulatory and Sensor	.	.	7.3157	6.5388	8.1227	7.1943	9.3194	9.4597	7.1411		8.0648	7.7619	9.4471	8.7936	7.1499	6.4268	7.8246	8.2716	9.4529	8.9535
GS1_SS_19875_12382	SCSGFL1079F12.g	.	.	.	.	6.6037	7.4243		7.2746	6.9321	7.6589	6.734	8.6598	6.6396	8.3501	7.0054	8.3663	6.8186	7.4766		6.7027	7.0662	6.956
GS1_SS_19881_20244	SCMCLR1125B04.g	DNA metabolism	replication	Nucleic acid metabolism	DNA replication	7.5104	8.1136					7.9274	8.2036					7.342	7.5888				
GS1_SS_19879_08480	SCRULR1042G12.g	.	.	.	Glutathione S-transferase 1; GST-I; GST-29; GST class-phi member 1	7.5628	8.0043	7.8573	7.7028	7.7343	7.9802	7.6186	8.0267	8.2479	8.4732	7.9448	8.5917	7.4618	7.9453	7.6024	8.2629	7.6363	8.1839
GS1_SS_17273_06847	SCSFSB1069A11.g	.	.	.	Protein OSB2, chloroplastic OS=Arabidopsis thaliana GN=OSB2 PE=1 SV=2 	8.3208	8.4395	7.8093	7.4953	8.4438	7.8495	8.1327	8.5827	7.8149	7.9891	8.3876	8.4665	8.2759	8.7377	7.6349	7.9841	8.2692	8.6596
GS1_AS_16990_06443	SCQGSB1066F05.g	Unknown	Uncharacterized	.	.	5.9991	6.1827	7.1516	6.8807	6.9037	6.8704			7.0696		7.1562			6.4894	6.9988		6.6932	6.3621
GS1_SS_19820_09213	SCCCFL3002D01.g	Unknown	uncharacterized	.	.	9.5294	9.9326	8.4635	7.9611	11.7744	11.7508	9.3809	9.8221	8.5385	8.7277	11.9615	11.8212	9.3854	9.8339	8.0784	8.785	11.9153	11.9591
GS1_SS_22395_05408	SCJLFL3011F03.g	.	.	.	.	7.0563	6.5855					6.9907	7.4704					7.2351	6.5547				
GS1_SS_17223_13395	SCSBST3100H04.g	.	.	.	.			6.6381	6.3703					7.0374						7.0112			
GS1_SS_17224_05414	SCSBSB1051H05.g	AminoAcid and nitrogen metabolism	aminotransferase	.	Tyrosine aminotransferase; TAT; L-tyrosine:2-oxoglutarate aminotransferase	10.9655	9.5377	11.2473	10.0508	11.5577	11.6835	10.9603	9.9814	11.311	10.6045	11.667	11.6432	10.9397	10.2948	11.0619	11.7629	11.6648	9.9305
GS1_SS_19818_19969	SCCCFL3002B08.g	.	.	No matches	.	10.4802	10.5854	9.8368	9.7623	10.7024	10.422	10.3103	10.6909	9.8423	9.8684	10.7559	10.7163	10.4446	11.0604	9.693	10.7356	10.5326	11.2343
GS1_SS_22393_09776	SCCCLR1075D12.g	.	.	.	Transmembrane emp24 domain-containing protein 10; 21 kDa transmembrane-trafficking protein; Transmembrane protein Tmp21; Integral membrane protein p23;	13.7316	13.7514	14.365	14.3746	13.1308	13.4929	13.6341	13.6695	14.4108	14.3057	13.2429	13.4941	13.6107	13.7206	14.393	14.1883	13.2387	13.5136
GS1_SS_22399_13011	SCVPLR2012A06.g	.	.	.	.	12.7015	13.6099	9.9547	11.3803	9.6416	10.6538	12.5937	11.7513	10.069	9.9129	9.6507	8.9593	12.6201	12.7013	9.7649	10.7996	9.624	10.6674
GS1_SS_17225_08832	SCCCRZ2002H10.g	.	.	.	.	12.6014	12.9032	12.1782	12.6563	11.3493	11.9594	12.4935	12.8127	12.2236	12.3607	11.4366	11.9627	12.6313	12.3044	12.051	12.1447	11.2936	11.43
GS1_SS_17229_11973	SCSBSB1052C04.g	.	.	.	.	10.4864	11.3115	9.7252	10.7268	7.9021	8.9739	10.3836	8.9052	9.5987	8.8908	8.0338	7.3382	10.3427	8.6608	9.3954	8.3475	7.9134	8.0412
GS1_SS_22396_11041	SCCCCL5072F03.g	.	.	.	.	9.9955	10.2385	8.6413	8.9029	9.7889	10.17	9.7572	10.0705	8.7181	9.1577	10.9399	11.0389	10.012	10.0571	8.517	8.8555	10.7043	10.5775
GS1_SS_19821_14557	SCCCFL3002D08.g	.	.	No matches	RecName:Uncharacterized aarF domain-containing protein kinase At1g71810, chloroplastic; Flags: Precursor	8.1152	7.5711	7.3405	7.0027	11.7611	11.2587	8.1195	7.8906	7.8781	7.0468	12.0376	11.3798	8.1146	7.786	6.7871		11.9586	11.6572
GS1_SS_17230_11561	SCBGLR1002G01.g	.	.	.	Katanin p80 WD40 repeat-containing subunit B1 homolog 1	12.7253	12.6294	13.462	12.8558	9.6725	9.4858	12.594	12.4344	13.449	13.5696	9.7987	9.5741	12.6392	12.2162	13.4168	13.2857	9.682	9.9137
GS1_SS_19829_09422	SCJLLR2020F09.g	.	.	.	RecName:Mediator of RNA polymerase II transcription subunit 8; AltName:Protein SETH 10	12.4374	12.6187	11.7882	11.8513	11.0998	11.3055	12.3301	11.7537	11.7399	10.942	11.4778	10.8544	12.4642	12.3674	11.8057	11.4203	11.3148	11.4238
GS1_SS_19823_06108	SCJLST1027D09.g	.	.	.	Glutathione S-transferase; GST class-phi	12.1664	13.4121	8.3856	13.5385	8.7817		12.1064	13.0149	7.5277	12.5709	8.8881		12.0859	13.7847		9.4298	8.8826	7.0109
GS1_SS_17232_13211	SCSBSB1052D05.g	Unknown	uncharacterized	.	.	9.3719		8.4678		9.1019		9.0353	9.1104	8.242	8.511	9.2015	8.9285	9.1928	10.7588	8.3909	10.9834	9.0111	10.9081
GS1_SS_22400_10882	SCSFAM1077D01.g	Others	oxidoreductase	.	Uncharacterized oxidoreductase At4g09670	11.1441	11.1632	9.9632	10.6383	7.7015	8.6695	11.5024	11.7503	10.1909	11.0682	7.9049	8.5905	11.5764	11.6487	9.9214	10.2212	7.8866	9.1978
GS1_SS_17233_09249	SCSBSB1052E10.g	.	.	.	RecName:Probable transcription factor GLK2; AltName:Golden2-like protein 2; Short=OsGLK2	7.4191	7.858		6.6511	6.2234		7.1851	7.7102		6.5349			7.3489	7.3331			6.3343	6.4653
GS1_SS_22378_20589	SCEZLR1031E05.g	Protein metabolism	Ribosomal protein	Protein metabolism	50S ribosomal protein L5 (Fragment)	8.9821	9.103	9.234	8.8056	12.9808	12.8659	8.7601	9.1853	9.2343	9.0745	13.1848	12.6247	8.8602	8.7309	8.8502	9.3229	12.8256	12.2431
GS1_SS_19809_21567	SCEPAM1106G01.g	Unknown	Uncharacterized	Small GTPases	GTPase modulator	6.335	7.0162		6.4939		6.505	6.6403				6.3496		6.5676				6.5042	
GS1_SS_17218_05970	SCSBSB1051D12.g	.	.	.	.	6.2782	6.4686			8.3744	8.4543	6.0985				8.1938	7.9566					7.883	6.9743
GS1_SS_22392_15099	SCJLHR1026C05.g	Signal Transduction	quinase	Protein kinase	other	9.5646	10.4745					9.3681	9.571		7.4707			9.3431	9.2755				6.9413
GS1_SS_17219_03738	SCSBSB1051E06.g	.	.	.	.	6.7589	7.9114	6.4503	6.5512	6.4451	6.988	6.731	6.9916		6.2782	6.4146	6.9771	6.9819	7.5709			6.6164	7.5261
GS1_SS_19812_01478	SCCCHR1003F04.g	Unknown	no matches	.		9.2787	10.0042	7.7114	9.0386			9.2153		7.8657				9.2499		7.2237			
GS1_SS_17220_17120	SCCCST3C04D06.g	Others	cytochrome P450 family protein	Stress	Cytochrome P450			9.5223	10.7125					9.2856	8.8214					9.4855	11.9555		7.2057
GS1_SS_22390_08861	SCJLFL3010D04.g	.	.	.	Probable methyltransferase PMT25 OS=Arabidopsis thaliana GN=At2g34300 PE=1 SV=2 	8.2733	7.9806	8.551	8.3226	8.1685	7.8596	8.063	9.0459	8.4867	9.0507	8.3113	8.0744	7.9819	8.9317	8.1633	8.1645	8.2691	8.1926
GS1_SS_19810_08338	SCQGLR2025H09.g	.	.	.	Aluminum-activated malate transporter 9; Short=AtALMT9	9.8032	10.1413	9.9357	10.193	10.0177	10.5043	9.7097	10.4677	9.8891	10.3634	10.1895	10.5978	9.654	10.5022	9.6635	11.0042	9.9954	10.95
GS1_AS_16892_20965	SCACST3159E04.g	Signal Transduction	transcription factor	Transcription Factor	MYB-like protein			7.2797	6.6025					8.5566	8.3876					7.3263	8.0115		
GS1_AS_22177_00747	SCRFLR2037H07.g	Unknown	.	.	.			7.2776		6.7182				7.4895		6.7919	7.0511			7.3717		6.8022	
GS1_AS_16909_04572	SCJFSB1012D12.g	Unknown	.	.	.	9.3046	9.7393	10.147	8.9456	8.5902	7.92	9.0692	9.3713	10.2662	8.899	8.838	9.0209	9.1332	9.347	10.1216	10.4274	8.6747	9.3169
GS1_AS_16917_18472	SCJFRZ2007A10.g	Cell wall metabolism	cell wall differentiation	Cell wall	Mannan endo-1,4-beta-mannosidase			6.7809	6.4851				6.911	6.958	7.2461								
GS1_SS_19841_21485	SCEPLB1041B08.g	.	.	Carbohydrate metabolism	Pentose and Glucuronate interconversions	10.6625	10.1871	10.3752	9.913	10.8462	10.5064	10.5088	10.8618	10.297	11.0124	11.0121	11.6719	10.7125	11.6649	10.045	10.5145	10.9354	11.8364
GS1_SS_17241_09603	SCSBSB1053A12.g	.	.	.	Kelch repeat-containing protein At3g27220	9.961	10.13	9.6997	10.042	8.3144	8.9223	9.6742	10.1616	9.4605	9.9085	8.4938	8.9555	9.8927	9.5556	9.4591	9.0527	8.3077	7.4681
GS1_SS_22412_11181	SCCCLR1022G08.g	.	.	.	UPF0202 protein At3g57940	10.1635	10.64	9.639	10.0753	9.9474	10.4152	9.9653	9.559	9.5173	9.1532	9.9092	9.2743	10.295	9.9652	9.3196	8.3717	9.8689	9.4005
GS1_SS_22409_12566	SCCCCL4010C09.g	Others	transferase	.	Serine acetyltransferase 4 (AtSAT-4) (AtSERAT3;2)	9.0837	8.7657	8.8205	8.685	9.3681	8.9249	9.0075	9.9515	8.7569	9.3687	9.4378	10.0976	8.9433	9.5856	8.9787	8.75	9.4258	10.6451
GS1_SS_19840_18998	SCSBAM1084F08.g	.	.	Development	cyclin	6.3857	7.2397					6.8309	6.4285		6.8219			6.4228					
GS1_SS_17242_14231	SCSBSB1053C09.g	Unknown	Uncharacterized	.	.	10.8821	11.4049	10.68	10.8279	10.1685	10.7317	10.6039	11.0286	10.4957	10.6729	10.4517	10.8103	10.6576	10.7175	10.3815	10.4851	10.2523	10.8061
GS1_SS_22415_09054	SCQGFL3050B07.g	DNA metabolism	methyltransferase	.	N(6)-adenine-specific DNA methyltransferase 2	7.987	8.3209	8.2453	9.0034	10.0323	10.5585	7.846		7.8099		9.7108	6.7296	7.4811	6.9108	7.5872		9.7809	7.3087
GS1_SS_19844_10541	SCCCRZ2001E10.g	.	.	.	DNA-directed RNA polymerase II subunit RPB3-A (RNA polymerase II subunit B3-A) (RNA polymerase II subunit 3-A) (DNA-directed RNA polymerase II 36 kDa polypeptide A)	14.3525	14.3063	13.2292	13.475	13.2044	12.9831	14.242	14.4779	13.3114	13.9371	13.3216	13.2458	14.2596	14.229	13.2418	13.2749	13.1402	13.0099
GS1_SS_22413_08547	SCMCCL6048H03.g	.	.	.	Solute carrier family 12 member 7; Electroneutral potassium-chloride cotransporter 4; K-Cl cotransporter 4	10.9824	10.8695	11.1097	10.7761	10.3095	10.292	11.0227	10.7953	11.1045	10.8098	10.3245	9.6499	11.0993	10.7454	10.943	10.1874	10.292	9.4613
GS1_SS_19842_05359	SCCCSB1002A08.g	.	.	.	Mitochondrial outer membrane protein porin of 36 kDa; Voltage-dependent anion-selective channel protein; VDAC; POM 36	9.2167	9.2157	9.8361	9.6785	9.1917	9.4592	9.0971	9.2404	9.6617	9.7916	9.2126	9.4949	9.1003	9.4759	9.6828	9.8001	9.1723	9.6761
GS1_SS_17245_02763	SCSBRZ3117E08.g	Others	.	.	Adenylate kinase isoenzyme 6; ATP-AMP transphosphorylase 6	10.3946	10.8721	10.252	10.4323	10.0225	10.4819	10.2668	10.959	10.1583	10.6397	10.2025	10.7321	10.4415	11.0206	10.0197	10.1205	10.0795	10.7343
GS1_SS_19845_13003	SCJFLR1017H09.g	.	.	.	60S ribosomal protein L17	10.4432	10.1635	10.1766	9.7153	9.8638	9.7724	10.3824	11.5316	9.8053	10.9059	9.8794	11.6857	10.2408	10.7579	9.5137	9.4539	10.4937	11.4243
GS1_SS_17246_10059	SCSBSB1053E04.g	.	.	.	.	6.3801	6.8181	6.8113	6.2758			6.4402	6.7229	7.0704				6.6213					
GS1_SS_22402_14792	SCBGST3108B11.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	3-oxoacyl-[acyl-carrier protein] reductase, chloroplast precursor (EC 1.1.1.100) (3-ketoacy	9.4973	9.9225	8.8169	9.5186	10.4492	11.3151	9.3829	9.9764	8.9086	9.5955	10.4603	10.4292	9.4742	9.6355	8.7454	9.7846	10.4585	9.889
GS1_SS_19831_06972	SCJFRZ2012C02.g	Unknown	uncharacterized	.	.	10.9112	11.0975		8.3366			10.7071	11.3518					10.8866	10.2656				
GS1_SS_22401_07740	SCRFHR1007G01.g	.	.	.	Uncharacterized AAA domain-containing protein C24B10.10c	9.3078	8.7424	10.277	10.7671	8.0366	7.014	9.2881	8.9046	10.0417	10.18	8.0573	7.5565	9.4735	9.1723	10.1555	10.5416	7.8258	8.363
GS1_SS_17235_20339	SCSBSB1052F08.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	Cardiolipin synthetase (EC 2.7.8.-) (Cardiolipin synthase) (CLS)	10.7873	11.1957	9.5995	10.0373	9.7263	10.1069	10.8011	10.6595	9.5032	9.6746	9.853	9.9135	10.7418	9.8186	9.3312	8.38	9.8608	9.9473
GS1_SS_22406_10226	SCCCAM1C05E05.g	Unknown	others	.	BI1-like protein	13.4387	13.8548	13.3581	13.8212	13.4712	13.0344	13.2866	12.4693	13.3448	12.5793	13.587	12.7798	13.3927	12.8897	13.3128	13.5101	13.4695	13.3939
GS1_SS_19832_02017	SCEZRZ3015D02.g	Unknown	uncharacterized	.	.	11.357	11.8036	10.9188	12.3427	7.7146		11.1436		10.9811		7.6646		11.17		10.644		7.362	
GS1_SS_22404_05578	SCJLFL3012D12.g	.	.	.	UPF0420 protein C16orf58 homolog	6.9656	6.8511	6.6688	6.4721	7.5264	7.439	6.5975	7.0941	6.6661	6.9825	7.5379	7.3207	6.8439	6.6061			7.5705	7.0071
GS1_SS_17237_15558	SCCCRT1003E04.g	.	.	Protein metabolism	Mitochondrial import inner membrane translocase subunit TIM17	12.9235	12.3261	12.9251	12.4192	12.2741	11.9761	12.8559	12.7589	12.915	12.9689	12.3295	12.3622	12.9101	13.0259	12.8707	12.7697	12.342	12.5605
GS1_SS_19838_14493	SCEPAM1054D08.g	.	.	.	Translational activator GCN1; GCN1-like protein 1; HsGCN1	6.3357	6.7185		6.4284		6.5514	6.4062				6.0702			7.2734			6.1947	6.8184
GS1_SS_17238_09480	SCSBSB1052G07.g	.	.	.	FGGY carbohydrate kinase domain-containing protein	7.1547	7.1344	7.5709	7.3698	7.9177	8.3574	7.0099	6.6098	7.6562	7.5904	8.1269	7.7657	6.8501	7.3785	7.3852	8.1648	8.0122	8.2565
GS1_SS_22408_11578	SCRFFL1033H05.g	.	.	.	.	7.17	7.5614					7.1441	7.7188					7.0526					
GS1_SS_19837_06228	SCSFAM1077D08.g	.	.	.	Cytochrome b5 isoform 1	11.692	10.3308	11.5788	10.2343	10.7889	9.7073	11.4272	10.6877	11.5816	11.1632	10.7998	10.1649	11.7671	11.7672	11.4625	11.1945	10.7101	10.7087
GS1_SS_22407_01410	SCJLFL3013C05.g	Others	phosphatase	.	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase; InsP6 and PP-IP5 kinase	10.2051	10.2695	9.3219	9.4812	8.736	9.5256	9.9749	10.1542	9.2435	9.2564	8.907	9.9504	10.0268	9.9072	9.1563	9.2075	8.7776	9.3724
GS1_AS_16921_01112	SCCCFL5064G03.g	Others	uncharacterized	.	Retrovirus-related Pol polyprotein from transposon TNT 1-94; Includes: Protease; Includes: Reverse transcriptase; Includes: Endonuclease	6.537	7.1038			6.5387	6.8334	6.3539	6.9699			6.5938	7.333	6.3112				6.5425	
GS1_AS_16918_16816	SCRFAD1119E01.g	.	.	Bioenergetics	NADH-ubiquinone oxidoreductase chain 1; NADH dehydrogenase subunit 1	6.6858	7.6161		7.283		7.5018	6.9768				6.6225			6.6732				
GS1_SS_17191_18044	SCRUSB1064B09.g	.	.	Transcription Factor	Mucin-2; Short=MUC-2; AltName:Intestinal mucin-2; Flags: Precursor	8.0722	7.646	8.8914	8.3257	8.3511	8.1348	7.8821	7.9872	8.8792	8.5828	8.4785	7.8249	7.9094	8.0469	8.4248	8.4089	8.3959	8.0477
GS1_SS_22349_08743	SCAGRT2041C08.g	.	.	.	.	6.9191		6.7691	6.532	7.3738	7.1069	6.9834	7.6071		7.8016	7.3198	8.4227	6.7957	8.359		8.011	7.2255	8.4744
GS1_SS_24765_19721	SCQGLB2042B09.g	Cell wall metabolism	.	Receptors	receptor Ser/Thr kinase					8.8478	9.0102					8.9359	8.1429					8.7821	7.5793
GS1_SS_17182_20815	SCQGST1032D08.g	Signal Transduction	transcription factor	Transcription Factor	MYB-like protein	10.8619	8.5143	15.0167	13.5286	9.6586	7.9809	10.406	7.7511	15.1689	12.9985	9.6148	10.4257	10.8754	12.3563	14.8802	13.8952	9.485	10.1902
GS1_SS_24766_19215	SCVPFL1134D05.g	.	.	Secondary metabolism	putative riboflavin biosynthesis protein ribA	7.8702	8.6232	7.7029	8.376	8.7203	9.2205	7.8038	7.8475	8.5448	7.7723	8.3306	7.619	8.1824	8.5008	7.8627	8.8451	8.8879	8.1872
GS1_SS_19762_12308	SCEZRZ1014A05.g	.	.	.	Kinesin-4; Kinesin-like protein D	7.4268	7.6845		7.751			7.7027	8.1166		7.9227			7.6976	8.411				
GS1_SS_22348_08281	SCCCAM2001D03.g	.	.	.	.	11.0805	11.7299	11.6677	11.7028	12.7574	12.8374	11.0066	10.9906	11.7519	11.2198	12.7898	12.6799	10.9777	11.3721	11.5117	11.3329	12.6899	12.6339
GS1_SS_19770_12555	SCEPAM2011C09.g	.	.	.	.	10.0546	9.946	10.8261	10.7249	8.9811	9.3393	9.8842	10.2548	10.6349	10.502	8.9925	9.2662	10.0399	10.0279	10.7441	10.2794	8.9732	9.1889
GS1_SS_17183_12306	SCEPAM1053H04.g	.	.	.	tRNA guanosine-2-O-methyltransferase TRM13 homolog; tRNA [Gm4] methyltransferase; Coiled-coil domain-containing protein 76	8.8133	9.54	8.3419	8.6616	8.2125	8.8302	8.8738	8.8679	8.1549	7.9109	8.1669	7.5415	8.8939	8.9362	7.9727	7.6252	8.0796	7.8828
GS1_SS_22352_09188	SCVPFL3046G11.g	.	.	Unknown protein	RecName:Elongator complex protein 6; Short=AtELP6; AltName:Elongator component 6; AltName:UPF0405 protein ELP6	10.5808	11.0605	10.3373	10.2211	10.2058	10.4477	10.7486	10.8266	10.2504	9.9824	10.3643	10.5357	10.6485	10.2883	10.1553	9.8368	10.3389	10.1517
GS1_SS_24763_13507	SCVPRZ3030B01.g	.	.	.	Long-chain-fatty-acid-CoA ligase 1; Long-chain acyl-CoA synthetase 1; LACS 1	10.4379	10.6697	9.8579	9.9802	10.8704	11.1328	10.2356	10.3834	9.7987	10.0855	10.964	10.7419	10.5534	10.1819	9.5939	9.33	10.8032	10.2464
GS1_SS_22351_08699	SCEZAM2250H10.g	.	.	.	Protein CHUP1, chloroplastic OS=Arabidopsis thaliana GN=CHUP1 PE=1 SV=1 	7.0026	7.3659	6.9746	6.9136	7.215	7.8994	6.8575	7.468	6.7892	6.9257	7.5193	8.6906	6.6627		6.809		7.7205	
GS1_SS_24764_13097	SCQGST1029C01.g	.	.	.	Ubiquitin-activating enzyme E1 3	10.4152	10.3513	9.3307	9.512	9.8387	9.96	10.3072	8.2149	9.4326	7.6425	9.9287	6.9804	10.2818	7.032	9.1358		9.9124	
GS1_SS_19767_08101	SCAGAD1075E03.g	.	.	.	.	6.8605	6.8773		6.6693	7.2733	7.8309	6.696	6.7615	6.708		7.3476	7.3729		6.0344			7.1543	7.1617
GS1_SS_19780_19931	SCCCLR1070D04.g	Carbohydrate metabolism	.	Carbohydrate metabolism	Carbon fixation	11.6125	7.8025	11.363	7.6181	10.4526	6.5435	11.4411	13.1589	11.2331	13.0691	10.5519	11.7075	11.5011	14.0247	11.0723	13.8849	10.4379	12.8655
GS1_SS_22356_16195	SCVPFL3047B03.g	Unknown	Uncharacterized	Development	cell differentiation	9.4245	10.2646	9.9786	10.1346	13.5793	13.8892	9.1723	9.0602	10.0517	9.4668	13.6331	12.9551	9.4474	9.4004	9.7855	9.405	13.4731	12.8072
GS1_SS_17185_18365	SCJFRT2059E04.g	.	.	Protein metabolism	Aminopeptidase M	7.9486	8.0567	7.9038	7.9578	6.8182	7.1681	7.6976	8.3825	7.8572	8.0572	6.809	7.3234	7.8957	8.3647	7.6087	8.1668	6.7245	7.383
GS1_SS_22354_08355	SCVPFL3047A01.g	.	.	.	.	8.6182	9.0727	8.3078	8.4081	8.0701	8.4125	8.3083	8.1645	8.0785	8.2139	8.5112	8.0545	8.1397	8.9703	7.9054	8.7654	8.4268	8.7873
GS1_SS_24768_21078	SCCCST2002A03.g	.	.	Protein metabolism	Phytocalpain (EC 3.4.22.17) (Fragment)	12.6836	12.6222	12.077	11.8533	12.4144	12.2676	12.5906	12.6643	12.0827	12.1872	12.4609	12.4934	12.6835	12.5279	11.8799	11.9654	12.4309	12.421
GS1_SS_19784_10342	SCAGAD1077C06.g	Transport	transporter	.	RecName:Protein ZINC INDUCED FACILITATOR-LIKE 1; AltName:Protein ZIF-LIKE 1	6.8545	6.6978	9.6818	8.9656	7.4416	7.1007	6.6344	7.7318	9.5217	8.5148	7.3292	9.0968	6.9082	7.6345	9.337	8.667	7.2451	8.3222
GS1_SS_17190_15693	SCRUSB1064B07.g	.	.	Nucleic acid metabolism	mRNA-nucleus export	8.9208	8.6587	9.3061	8.7507	8.5468	8.3785	8.8152	8.1763	9.2085	8.6694	8.3899	8.2325	8.8453	8.4245	9.0975	8.621	8.5525	8.5772
GS1_SS_24769_11112	SCQGLB2043A04.g	.	.	.	.	7.9896	7.807		7.4811	7.7362	7.3478	7.7671	7.7395	7.5241	8.2679	7.8791	7.2126	7.8343	7.7356	6.5592	7.087	7.4557	7.092
GS1_SS_19782_06375	SCAGAD1077A02.g	Unknown	.	.	.	6.5218	6.7812					6.5494	6.8042	6.5519	6.674	6.4243		6.745	6.7898			6.4457	6.6884
GS1_SS_22357_00274	SCVPFL3047C04.g	Unknown	.	.	Protein CHUP1, chloroplastic OS=Arabidopsis thaliana GN=CHUP1 PE=1 SV=1 	10.2698	10.4268					10.1012	10.5833		8.8594			10.4231	10.5755				
GS1_SS_22345_10044	SCQGAM2028F04.g	.	.	.	RecName:Putative protein TPRXL	10.9185	11.0101	10.0584	9.7857	8.059	8.2185	10.8052	10.7847	10.0741	10.4234	8.0026	7.9038	11.1214	10.9442	9.9396	9.9744	7.8631	7.8638
