probe_name	transcript_name	function	structural	category	sub category 1	3280.D.L1.C1.c	3280.D.L1.C1.t	3280.D.L1.C2.c	3280.D.L1.C2.t	3280.D.L1.C3.c	3280.D.L1.C3.t	3280.D.R.C1.c	3280.D.R.C1.t	3280.D.R.C2.c	3280.D.R.C2.t	3280.D.R.C3.c	3280.D.R.C3.t
GS1_SS_22409_12566	SCCCCL4010C09.g	Others	transferase	.	Serine acetyltransferase 4 (AtSAT-4) (AtSERAT3;2)	9.0114	9.4977	9.17	10.3459	10.4971		9.0126	9.4266	9.6234	9.6955	9.3211	9.3306
GS1_SS_19840_18998	SCSBAM1084F08.g	.	.	Development	cyclin	9.0459	8.9728		8.8776	8.7963	9.4319	9.7562	8.4585	8.8425	9.4417	8.3664	8.2989
GS1_SS_17242_14231	SCSBSB1053C09.g	Unknown	Uncharacterized	.	.	10.0619	9.9152	9.6033	10.1703	9.2089	9.9044	10.3324	10.1518	10.9263	11.2093	10.6931	10.89
GS1_SS_17243_05692	SCSBSB1053D08.g	Cell wall metabolism	transferase	.	Anthocyanidin 3-O-glucosyltransferase 1; Flavonol 3-O-glucosyltransferase 1; UDP-glucose flavonoid 3-O-glucosyltransferase 1								7.741	7.5994	7.6378	8.0478	7.7457
GS1_SS_19844_10541	SCCCRZ2001E10.g	.	.	.	DNA-directed RNA polymerase II subunit RPB3-A (RNA polymerase II subunit B3-A) (RNA polymerase II subunit 3-A) (DNA-directed RNA polymerase II 36 kDa polypeptide A)	12.4154	13.0301	12.9711	11.3009	12.0133	12.2417	13.6428	12.9486	13.4624	13.444	13.4417	13.2604
GS1_SS_17244_14350	SCVPRT2076A04.g	Transport	Membrane transporter	.	ABC transporter	12.5755	12.3095	11.775	12.9747	11.5354	12.2936	10.6522	10.6296	11.1387	11.2997	10.7885	10.8253
GS1_SS_22413_08547	SCMCCL6048H03.g	.	.	.	Solute carrier family 12 member 7; Electroneutral potassium-chloride cotransporter 4; K-Cl cotransporter 4	8.7598	9.4137	9.4216	10.59	8.5638		10.6685	10.9196	11.7257	11.4827	11.5911	11.3154
GS1_SS_19842_05359	SCCCSB1002A08.g	.	.	.	Mitochondrial outer membrane protein porin of 36 kDa; Voltage-dependent anion-selective channel protein; VDAC; POM 36			8.7694	9.1417	7.9225		9.2643	9.1566	9.8825	9.449	9.714	9.5135
GS1_SS_17245_02763	SCSBRZ3117E08.g	Others	.	.	Adenylate kinase isoenzyme 6; ATP-AMP transphosphorylase 6	10.6077	10.593	11.177	10.7248	10.2417	10.8736	10.9956	10.6915	10.6511	10.9327	10.314	10.3488
GS1_SS_19845_13003	SCJFLR1017H09.g	.	.	.	60S ribosomal protein L17	10.8926	11.1052	11.2321	11.0075	10.7194	12.1909	11.236	11.3866	11.4184	11.5998	11.6823	11.08
GS1_SS_22402_14792	SCBGST3108B11.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	3-oxoacyl-[acyl-carrier protein] reductase, chloroplast precursor (EC 1.1.1.100) (3-ketoacy	9.3392	8.9965	9.2536	10.3493	8.4875	10.3299	8.1613	9.2765	9.2172	9.1363	8.6238	8.1435
GS1_SS_22401_07740	SCRFHR1007G01.g	.	.	.	Uncharacterized AAA domain-containing protein C24B10.10c							8.382	8.251	9.5949	8.0363	9.6265	9.0649
GS1_SS_17235_20339	SCSBSB1052F08.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	Cardiolipin synthetase (EC 2.7.8.-) (Cardiolipin synthase) (CLS)			8.8293				8.5037	8.4885	9.1087	9.0931	8.7531	8.8328
GS1_SS_22406_10226	SCCCAM1C05E05.g	Unknown	others	.	BI1-like protein	12.1433	12.016	12.3294	11.9474	12.4773	12.0569	13.13	13.1563	13.7527	13.6682	13.8354	13.8253
GS1_SS_17237_15558	SCCCRT1003E04.g	.	.	Protein metabolism	Mitochondrial import inner membrane translocase subunit TIM17	12.7455	13.2002	12.9794	13.5058	12.6542	12.9602	13.1984	12.68	13.0125	13.2466	12.8007	12.7634
GS1_SS_17238_09480	SCSBSB1052G07.g	.	.	.	FGGY carbohydrate kinase domain-containing protein			8.5914				7.3528	7.4657	7.649	7.7136	7.9114	7.5487
GS1_SS_19838_14493	SCEPAM1054D08.g	.	.	.	Translational activator GCN1; GCN1-like protein 1; HsGCN1							7.2447	6.7898	7.0824	7.6733	7.1753	7.0295
GS1_SS_19837_06228	SCSFAM1077D08.g	.	.	.	Cytochrome b5 isoform 1	10.2081	10.2093	10.5504		9.7067	10.0004	10.5493	10.0457	11.1726	10.2244	10.8203	10.2623
GS1_SS_22407_01410	SCJLFL3013C05.g	Others	phosphatase	.	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase; InsP6 and PP-IP5 kinase							7.771	8.1832	8.5526	7.5077	7.6758	7.2934
GS1_AS_16921_01112	SCCCFL5064G03.g	Others	uncharacterized	.	Retrovirus-related Pol polyprotein from transposon TNT 1-94; Includes: Protease; Includes: Reverse transcriptase; Includes: Endonuclease									7.0664	7.5968	7.2468	7.2771
GS1_AS_16918_16816	SCRFAD1119E01.g	.	.	Bioenergetics	NADH-ubiquinone oxidoreductase chain 1; NADH dehydrogenase subunit 1					8.5429	9.1232	7.2303					
GS1_AS_16928_02962	SCRUFL1022G07.g	Unknown	uncharacterized	.	.									6.9462		6.6952	7.0705
GS1_SS_17191_18044	SCRUSB1064B09.g	.	.	Transcription Factor	Mucin-2; Short=MUC-2; AltName:Intestinal mucin-2; Flags: Precursor							7.4231	7.3634	7.8045		7.5538	7.8209
GS1_AS_37175_15223	SCRFAD1119G09.g	.	.	Receptors	Receptor Ser/Thr kinase-unclassified	9.7455	9.8184	9.1257	9.9335	9.2571	10.0628	8.8876	7.9125	8.0447	8.4308	8.0926	7.851
GS1_SS_22349_08743	SCAGRT2041C08.g	.	.	.	.							7.5677		7.6823		7.1974	7.8185
GS1_SS_17182_20815	SCQGST1032D08.g	Signal Transduction	transcription factor	Transcription Factor	MYB-like protein	9.7858	10.7411	8.0209				9.9971	10.8099	10.8855	9.7757	10.4278	9.501
GS1_SS_24766_19215	SCVPFL1134D05.g	.	.	Secondary metabolism	putative riboflavin biosynthesis protein ribA	9.4444	9.2984	9.437	9.4663	9.0587	9.0178	7.9075	8.0654	8.4923	8.9197	8.1097	8.8083
GS1_SS_22348_08281	SCCCAM2001D03.g	.	.	.	.	12.6801	12.5269	12.6628	12.9438	11.9341	11.9031	12.5372	11.8024	12.4817	12.0671	12.3038	12.3131
GS1_SS_19770_12555	SCEPAM2011C09.g	.	.	.	.	9.9668	9.6045	9.8234		9.6463	9.1126	8.7059	8.5776	9.7618	8.2082	9.8216	9.2251
GS1_SS_17183_12306	SCEPAM1053H04.g	.	.	.	tRNA guanosine-2-O-methyltransferase TRM13 homolog; tRNA [Gm4] methyltransferase; Coiled-coil domain-containing protein 76	8.7657	8.5055	8.4692			8.5269	8.6387	8.2512	9.0424	8.8221	8.7773	8.7039
GS1_SS_22352_09188	SCVPFL3046G11.g	.	.	Unknown protein	RecName:Elongator complex protein 6; Short=AtELP6; AltName:Elongator component 6; AltName:UPF0405 protein ELP6	8.951	9.7001	10.2251	9.7971	9.6069	8.9578	10.1176	9.9589	10.1228	10.2928	9.8823	9.9758
GS1_SS_24763_13507	SCVPRZ3030B01.g	.	.	.	Long-chain-fatty-acid-CoA ligase 1; Long-chain acyl-CoA synthetase 1; LACS 1	9.1802	9.046	9.8133	9.3594	8.6277	8.8349	10.496	10.7854	10.7819	11.0104	10.7584	11.152
GS1_SS_24764_13097	SCQGST1029C01.g	.	.	.	Ubiquitin-activating enzyme E1 3	8.9609	9.0663	8.578	10.082	8.4496	8.7005	9.0132	8.5394	9.3755	9.5039	9.6994	9.4722
GS1_SS_22351_08699	SCEZAM2250H10.g	.	.	.	Protein CHUP1, chloroplastic OS=Arabidopsis thaliana GN=CHUP1 PE=1 SV=1 							7.2878	7.685	7.2153	8.8491	6.7091	7.7308
GS1_SS_19780_19931	SCCCLR1070D04.g	Carbohydrate metabolism	.	Carbohydrate metabolism	Carbon fixation	10.3887	10.6994	10.454	10.7248	10.0874	9.5215	11.2191	11.6648	12.1676	12.1828	12.1549	11.5311
GS1_SS_22356_16195	SCVPFL3047B03.g	Unknown	Uncharacterized	Development	cell differentiation	12.8105	11.786	12.6768	8.9879	11.6517	13.0711	7.2602	7.5991	7.9617	8.3576	7.3117	7.7632
GS1_SS_17185_18365	SCJFRT2059E04.g	.	.	Protein metabolism	Aminopeptidase M							7.924	8.1762	8.5743	8.5944	8.9278	8.5003
GS1_SS_19777_11256	SCAGAD1076E07.g	.	.	.	.	10.5954	10.4008	9.8352	10.7016	8.224		8.3512	7.6003	8.2388	8.9312	8.2333	8.8201
GS1_SS_22354_08355	SCVPFL3047A01.g	.	.	.	.	8.3573	8.312		9.5508		8.6444		7.3335	7.5386	8.1839	6.9157	
GS1_SS_24768_21078	SCCCST2002A03.g	.	.	Protein metabolism	Phytocalpain (EC 3.4.22.17) (Fragment)	11.221	10.9726	11.3531	10.8737	10.5378	10.6498	11.2521	11.085	11.6394	12.106	11.5859	11.9718
GS1_SS_19784_10342	SCAGAD1077C06.g	Transport	transporter	.	RecName:Protein ZINC INDUCED FACILITATOR-LIKE 1; AltName:Protein ZIF-LIKE 1							7.5039	7.703	8.5397	9.0282	8.6606	9.1898
GS1_SS_24769_11112	SCQGLB2043A04.g	.	.	.	.	9.5524	9.6415	9.6203	9.7407	8.5326	8.3118	9.0875	8.6139	8.884	9.2714	9.1126	9.061
GS1_SS_19782_06375	SCAGAD1077A02.g	Unknown	.	.	.							7.1288		7.3493	7.554	6.9355	
GS1_SS_17190_15693	SCRUSB1064B07.g	.	.	Nucleic acid metabolism	mRNA-nucleus export							8.1048	8.3904	8.6461	9.0805	9.0014	8.5655
GS1_SS_22357_00274	SCVPFL3047C04.g	Unknown	.	.	Protein CHUP1, chloroplastic OS=Arabidopsis thaliana GN=CHUP1 PE=1 SV=1 							7.5473		8.0228		7.9234	7.6004
GS1_SS_22345_10044	SCQGAM2028F04.g	.	.	.	RecName:Putative protein TPRXL							9.2612	9.2841	9.5443	8.9785	9.4006	8.9944
GS1_SS_24754_03983	SCACLR1130C01.g	.	.	.	.		9.2898	9.0853	9.7144	8.4815		10.8293	10.6376	11.2956	10.8948	11.1048	10.5781
GS1_SS_19756_20122	SCCCLR1024H03.g	.	.	Protein kinase	calcium-related	10.0162	9.6227	10.21	10.021	9.332	9.4865	12.4857	12.7787	12.5487	12.242	12.6661	12.77
GS1_SS_19755_10868	SCQSLR1089A12.g	.	.	Protein kinase	Casein kinase	9.0296		9.2448	8.8725	8.886	9.1597	8.3784	8.6954	8.7158	9.3031	8.8109	8.6136
GS1_SS_24755_13380	SCMCST1057D07.g	.	.	.	Calcium-transporting ATPase 4, endoplasmic reticulum-type	12.2814	12.4902	12.2371	13.7008	11.7117	12.2686	12.9959	12.8877	13.3207	13.4488	13.2904	13.0509
GS1_SS_22346_06034	SCVPFL3046G09.b	.	.	Library-specific	By domain			8.9827	11.2934			11.001	11.1841	11.2643	11.2249	11.1061	10.7406
GS1_SS_17175_18334	SCRULR1020G05.g	.	.	Stress	.							7.8568	7.6565	8.7047	8.9205	8.3518	8.3225
GS1_AS_16835_07513	SCEQSB1017D12.g	Unknown	no matches	.	.									6.976		7.1197	7.3066
GS1_AS_37463_17492	SCJFFL1C07F02.b	.	.	Transcription Factor	Leucine zipper								6.8581		8.0819	6.8753	7.4364
GS1_AS_38067_15811	SCCCFL4096G03.g	.	.	No matches	.	10.7599	10.5699	9.5547	10.7635	9.7268	10.1091	9.2825	8.8466	9.0508	9.4923	9.0465	8.8565
GS1_SS_19793_19288	SCJLLR2013G12.g	.	.	Cell cycle	COP9 signalosome complex subunit 1 (G protein pathway suppressor 1) (GPS1 protein) (MFH pro	10.1606	10.441	11.3418	10.2887	10.4302	9.8505	11.7867	11.9657	12.5281	12.5881	12.3895	12.3172
GS1_SS_22369_08794	SCVPFL3047F02.b	Unknown	kinase/phosphatase	.	Bifunctional purple acid phosphatase 26; Includes: Acid phosphatase; Includes: Peroxidase;	8.8283	9.3847	9.7821	13.1396	8.762		9.8131	10.5684	10.4201	11.2725	10.02	9.8633
GS1_SS_22366_21495	SCCCLR1C05A07.g	.	.	Amino acid metabolism	Aspartate kinase-homoserine dehydrogenase (EC 1.1.1.3) (HDH)	9.0494	9.0194	9.3613	9.3101	8.8293	8.9135	9.6876	9.8203	10.3084	10.5788	10.3164	10.2841
GS1_SS_17205_12128	SCSBSB1050B05.g	Unknown	uncharacterized	.	.		9.4853	8.9053		8.3893		8.6185	7.463	8.6974	9.1834	7.908	8.5469
GS1_SS_19791_10265	SCRLFL1005D10.g	.	.	.	Zinc finger DHHC domain-containing protein At3g22180							7.623	7.8578	9.1311		8.7443	7.5928
GS1_SS_17207_11830	SCSBSB1050B08.g	.	.	.	Short-chain dehydrogenase/reductase 2; AtSDR2					8.373		7.471	7.699	7.7599	8.2561	7.8464	8.0124
GS1_SS_22371_13985	SCCCRZ2003B05.g	.	.	.	RecName:Translation initiation factor IF-2	17.4797	17.3816	17.6878	15.6855	18.6384	17.7008	14.3186	13.6131	14.2167	14.6847	14.1454	14.7767
GS1_SS_22370_14034	SCBGLR1082F12.g	.	.	.	.	13.4218	13.6327	13.2905	12.937	12.9875	13.3682	13.2243	12.7425	13.1637	12.8787	12.7631	12.3668
GS1_SS_17211_09221	SCACLR1129D01.g	.	.	.	.	10.5843	11.0795	12.0726	13.9577	11.1665	10.3754	13.0237	14.0605	13.4072	13.6665	13.1196	13.1112
GS1_SS_17212_18898	SCCCRZ2C01B09.g	.	.	Protein metabolism	Eukaryotic translation initiation factor 5A (eIF-5A) (eIF-4D)	14.4505	14.7317	16.0792	13.9313	14.7843	14.8144	15.9051	15.415	15.9075	15.853	15.5176	15.6895
GS1_SS_22376_14351	SCVPFL3048D06.g	.	.	.	.					7.9345		8.1234	8.3391	9.1455	8.4222	8.8166	8.277
GS1_SS_19799_03700	SCEZAD1078F06.g	.	.	.	Multidrug resistance-associated protein 2; Glutathione S-conjugate-transporting ATPase 2; ATP-energized glutathione S-conjugate pump 2									7.8101	7.909	7.878	7.7385
GS1_SS_19798_13246	SCCCRZ1001A08.g	.	.	.	Protein translation factor SUI1 homolog; Protein GOS2	10.7328	11.6522	12.2997	13.9665	12.3787	10.5698	12.8279	13.9646	13.1245	14.6796	12.6868	13.5649
GS1_SS_22375_10426	SCCCRZ1004F10.g	.	.	.	RecName:Serine/arginine-rich splicing factor 4; AltName:Splicing factor, arginine/serine-rich 4	11.9747	11.5867	12.0262	11.6016	11.3862	11.6635	12.1486	11.8907	12.3791	12.6979	12.165	12.4627
GS1_SS_19802_11519	SCEPAM1106B08.g	.	.	.	.	8.2243		8.794		8.0159		8.3466	8.8774	9.3405	9.4322	8.8851	8.9596
GS1_SS_22361_09137	SCEQLR1093F02.g	.	.	.	TFIIH basal transcription factor complex p47 subunit; Suppressor of stem-loop protein 1 homolog; SSL1 homolog	8.9634	8.7652	8.7232		8.0145	8.8193	9.6438	9.6595	10.2308	10.407	10.0261	9.99
GS1_SS_17194_20403	SCAGLR2033D10.g	AminoAcid and nitrogen metabolism	Transferase family	Stress	Water stress	14.1086	13.2251	14.2449	11.4283	13.8551	13.9852	13.702	13.0013	14.3508	12.4523	13.9988	13.8694
GS1_SS_22365_04682	SCBGST3104A06.g	Unknown	Uncharacterized	.	Pentatricopeptide repeat-containing protein At1g06580	13.1564	11.8016	12.2527	11.1183	11.5052	13.6401	8.9216	8.9071	9.4683	9.8687	9.29	9.0289
GS1_SS_19789_14183	SCAGAD1077F08.g	Unknown	uncharacterized	.	RecName:Cytochrome P450 734A4					8.11		10.3042	9.1067	10.1433	8.3132	10.9155	10.1897
GS1_SS_19788_05142	SCJLRT1015G11.g	.	.	.	A-factor-processing enzyme				8.6321	7.8443		8.8786	8.8938	9.1417	10.5481	9.2226	9.245
GS1_SS_22364_05426	SCVPFL3047B02.b	Unknown	.	.	.		8.6712		9.1152			8.7455	9.2728	10.3954	10.1684	9.7815	9.5481
GS1_AS_38210_17393	SCRFFL5042D12.g	Unknown	.	No matches	.	9.9711	9.9593	10.0297	8.8574	9.3132	10.4568	9.6095	8.832	9.937	9.475	9.4316	8.7808
GS1_AS_22139_03043	SCUTFL1064E08.g	Protein metabolism	methyltransferase	.	tRNA (adenine-N(1)-)-methyltransferase non-catalytic subunit TRM6; tRNA(m1A58)-methyltransferase subunit TRM6; tRNA(m1A58)MTase subunit TRM6	9.2824	8.5145	8.7775									
GS1_SS_22324_07625	SCRLFL3009F02.b	.	.	.	Attachment protein G3P; AltName:Gene 3 protein; Short=G3P; AltName:Minor coat protein								6.7706	7.237	7.4936	6.7706	7.1807
GS1_SS_02162_07936	SCJFLR1013C10.g	Lipid metabolism	.	.	Lipase; Triacylglycerol lipase;							8.6645	9.2891	10.0774	9.7704	9.3694	9.6672
GS1_AS_21995_08068	SCAGLR2018B05.g	DNA metabolism	Ribossomal Protein	.	60S ribosomal protein L29-2	8.7222	8.4878	7.9147	8.4807	7.5351	9.4037		7.1947	7.8116		7.5214	6.8999
GS1_SS_02161_15346	SCSFAM1076A05.g	Signal Transduction	kinase/phosphatase	Receptors	receptor Ser/Thr kinase								7.2015	8.1908	8.1404	7.6977	7.798
GS1_SS_24721_00118	SCEQRT1031B08.g	.	.	.	Peroxisomal membrane protein PEX14; Peroxisomal membrane anchor protein PEX14; Peroxin-14; PTS1 receptor-docking protein	11.138	11.1736	11.9451	11.6401	11.1884	10.6348	11.0455	11.3361	11.2208	11.672	10.924	11.28
GS1_SS_24722_10700	SCJFRZ2015B09.g	.	.	.	.	11.0259	11.0559	10.7627	11.1916	10.5125	10.271	10.8209	11.2999	11.0996	11.2004	10.8514	11.0414
GS1_SS_22311_08179	SCVPFL3045D02.g	Unknown	uncharacterized	.	Putative protein TPRXL	10.5401	10.4067	10.977	10.9948	11.0236	10.3561	11.6668	10.5564	12.2104	10.6636	12.0148	12.0869
GS1_SS_19724_17935	SCRFAD1024B11.g	.	.	Protein kinase	Undefined- unclassified							7.3156	7.5383		8.31	6.8219	8.5622
GS1_SS_19728_10767	SCCCST1005H03.g	.	.	.	RecName:Acrosin; Contains: RecName:Acrosin light chain; Contains: RecName:Acrosin heavy chain; Flags: Precursor							7.5183	7.3496	7.7989		7.7249	7.6198
GS1_SS_22319_21121	SCCCLR2001F09.g	.	.	Protein metabolism	40S ribosomal protein S3a (CYC07 protein)	11.9353	12.3956	13.1525	12.2864	12.089	12.9917	13.3745	13.0283	13.7553	13.5046	13.7032	13.2571
GS1_SS_24718_03318	SCRLLB2034A01.b	.	.	.	RecName:Mucin-5AC; Short=MUC-5AC; AltName:Gastric mucin; AltName:Lewis B blood group antigen; Short=LeB; AltName:Major airway glycoprotein; AltName:Mucin-5 subtype AC, tracheobronchial; AltName:Tracheobronchial mucin; Short=TBM; Flags: Precursor							11.2202	10.5262	11.6628	11.3157	11.3829	11.7235
GS1_SS_22321_13889	SCEQLB1063E01.g	.	.	.	60S ribosomal protein L6-3	11.6566	12.4201	12.5343	11.7199	11.646	12.5817	13.204	12.9963	13.7487	13.0533	13.8023	12.8299
GS1_SS_19733_07487	SCSBST3099E04.g	Unknown	.	.	RecName:Translation initiation factor IF-2								6.827	6.7179		7.1179	6.9703
GS1_SS_24729_02730	SCBFAD1096C06.g	Unknown	uncharacterized	.	.	10.9154	9.5278	10.4887	8.5427	10.0729	10.1902	8.8872	8.6803	8.953	8.6212	8.324	9.0455
GS1_SS_19729_05074	SCBGLR1003E03.g	.	.	.	RecName:Transcriptional regulator ATRX homolog; AltName:ATP-dependent helicase xnp-1; AltName:X-linked nuclear protein 1	10.4225	10.4175	9.4054	8.9904	8.6345	9.7269	9.8411	9.2204	10.2813	9.8822	10.1272	9.5513
GS1_SS_22320_04755	SCJFRZ2015B05.g	.	.	.	Putative uncharacterized protein YDL057W	9.5279		10.38	9.4191	9.0436	9.1584	9.8351	9.9794	9.8168	10.0856	9.6778	9.7927
GS1_SS_24725_12587	SCEZLB1006A04.g	.	.	.	.							8.3653	8.2574	8.6227	8.6065	8.3516	8.3125
GS1_SS_22323_09293	SCSBST3098B12.g	.	.	.	Root phototropism protein 3; Non-phototropic hypocotyl protein 3							8.1189		8.5591		8.0294	8.2563
GS1_SS_19736_19206	SCBFAD1067C08.g	Unknown	uncharacterized	No matches	.				10.0578			8.8759	8.5557	8.7233	9.2004	8.4361	8.5304
GS1_SS_22322_21316	SCJLAM2093B10.g	Cell wall metabolism	Other glycan degradation	Cell wall	beta-1,3-glucanase Glycosyl hydrolases family 17							8.1629	8.1683	9.4506	7.6457	9.7023	8.3272
GS1_AS_16802_18687	SCBGSB1028D02.g	.	.	Transcription Factor	Zinc finger proteins							7.7066	8.7027	8.4187	8.4207	8.3186	8.8182
GS1_AS_16796_03379	SCBGSB1027E12.g	Unknown	.	.	.				9.0961			8.3375	8.523	8.2434	9.4965	8.4989	8.7574
GS1_AS_22044_18477	SCJLST1020G08.g	Signal Transduction	.	Receptors	receptor Ser/Thr kinase			8.9905	9.6741	9.1701		9.3516	9.6582	9.0412	10.1789	9.0606	9.3758
GS1_SS_24715_07113	SCRLLB2034G01.g	.	.	.	.									7.8118	7.915	7.4698	7.3376
GS1_SS_22310_17794	SCUTAM2007C09.g	Protein metabolism	Ribosomal protein	Protein metabolism	Mitochondrial ribosomal protein S11 (Nuclear encoded)	12.1451	12.519	11.8576	12.7898	11.2521	12.2742	11.7572	11.4277	12.1673	11.9019	11.8335	11.3545
GS1_AS_35805_21641	SCRFFL1027E12.g	.	.	Protein kinase	RLCK	10.1031	10.5334	10.9527	10.3457	9.8627	10.4281	11.9613	12.1685	12.5064	11.8458	12.0953	11.6342
GS1_SS_02171_11294	SCJFRZ2032D07.g	.	.	.	.	9.2973		7.8929	8.3836		8.2542	8.0924	7.9459	8.27	8.8764	8.0755	8.7145
GS1_SS_02168_09302	SCQGRT1041B10.g	Others	uncharacterized	.	Secretory carrier-associated membrane protein 3; Secretory carrier membrane protein 3							10.0777	10.1195	11.1942	9.7551	10.7569	9.5784
GS1_SS_02167_13557	SCCCAM1C04G03.g	.	.	.	.							7.9972	7.9249	8.6012	8.1345	8.5137	8.5255
GS1_SS_02176_06003	SCEQAM1040D05.g	.	.	.	.	9.1524	8.7308	9.5583		8.7285	8.8645	9.2308	9.5045	10.0436	10.2558	9.6263	9.9979
GS1_SS_02175_18224	SCJLLR1108G12.g	.	.	Stress	response to virus	11.3622	11.4223	11.9148	11.2444	10.9727	11.5646	12.3247	12.3284	12.845	12.7513	12.9742	12.5054
GS1_SS_02174_12576	SCEQAM1040C11.g	.	.	.	Kelch domain-containing protein 4						7.7603	7.7446	7.6138	8.2619	8.5505	8.0026	7.9671
GS1_SS_19753_12639	SCUTAD1032D10.g	.	.	.	.							7.1944	7.2786	7.5381	8.1692	7.5488	7.295
GS1_SS_24737_04342	SCSBLB2036C04.g	.	.	.	BRCT domain-containing protein At4g02110							8.3216	8.5641	8.7836	9.5824	8.7119	8.6575
GS1_SS_19745_10379	SCEZHR1049D11.g	.	.	.	.							7.4361	6.8399	7.4195		7.1931	
GS1_SS_22336_11099	SCVPFL3046C12.b	.	.	.	.	8.2837						8.259	8.2015	8.6213	8.7013	8.3681	8.8402
GS1_SS_24734_00510	SCSGLR1045C09.g	.	.	.	RecName:Probable RNA polymerase II transcription factor B subunit 1-1; AltName:General transcription and DNA repair factor IIH subunit TFB1-1; Short=AtTFB1-1; Short=TFIIH subunit TFB1-1	8.9836		9.1633	8.8702	8.7339	8.4547	8.8219	9.0487	9.0991	9.7143	9.0066	9.1369
GS1_SS_19747_12612	SCAGAD1073C08.g	Signal Transduction	transcription factor	.	.							9.4243	9.9914	10.8972		10.3044	8.6562
GS1_SS_19746_08550	SCAGAD1073B03.g	.	.	.	.	9.7375	9.3348	9.948	9.3555	9.853	9.3843	7.9665	8.0017	8.1554	10.0351	8.0844	7.9825
GS1_SS_22335_02205	SCRULB1061E11.g	.	.	.	.	9.0582	8.3973				9.5214	8.4956	8.0731	9.3932	7.7379	9.0904	8.4239
GS1_SS_19749_11672	SCJLRT1017F10.g	.	.	.	Cell cycle control protein 50A; Transmembrane protein 30A	9.8897	10.1964	11.3137	11.8092	10.0684	9.4859	11.8383	11.79	12.2257	12.2781	11.8771	12.0852
GS1_SS_22340_11463	SCEQLB1066F11.g	.	.	.	Protein LSM12 homolog B	13.695	13.6402	13.3789	13.8701	13.0721	13.6515	12.8127	12.3193	12.4109	12.3533	12.0352	12.1395
GS1_SS_22339_10820	SCVPFL3046E09.b	Signal Transduction	kinase/phosphatase	.	Purple acid phosphatase; Zinc(II) purple acid phosphatase;		9.2294	9.5229	11.8603	8.8771		11.327	11.943	11.7784	10.1225	11.4461	10.3486
GS1_SS_19748_15238	SCBFRZ2047E02.g	.	.	Cell cycle	Cell division cycle protein 27 homolog; CDC27Hs; H-NUC	8.4701		8.7633	8.6761	8.1663		8.8872	9.1241	9.7024	9.5259	9.6435	9.1947
GS1_SS_24746_12601	SCCCCL4017B11.g	.	.	.	SAP-like protein BP-73; OsBP-73; Riaa1			9.5898		8.5808		8.2947	8.3049	9.0601	8.6853	8.6869	8.9817
GS1_SS_22344_07937	SCBGLR1096F11.g	Unknown	uncharacterized	.	.							10.5949	9.4915	10.2859	10.1752	10.0997	10.0366
GS1_SS_19750_21639	SCAGAD1073F06.g	.	.	Amino acid biosynthesis	Putative uridylate kinase	9.2192				8.1012	9.1774			7.5685	7.5819		6.7969
GS1_SS_22341_18031	SCCCRT1002H03.g	.	.	Protein metabolism	PASTICCINO 1-D (PASTICCINO 1-A)	10.8019	10.5027	11.6944	11.0121	10.6197	10.2802	12.3862	12.5976	12.8992	12.9164	12.7029	12.7622
GS1_SS_24731_10405	SCRLLB2035G09.g	.	.	.	.									7.0535	7.4852	6.8195	6.9513
GS1_SS_24733_00095	SCMCAM1099H01.g	.	.	.	.	10.2814	9.1717	9.3139	8.4367	8.6176	9.4928	8.4211	8.0608	8.9442	8.7204	8.5915	8.6436
GS1_SS_22329_18610	SCEQRT1033A11.g	.	.	Protein kinase	Calcium-related		9.1731	9.0913	10.1868	7.9979		11.1626	11.5529	11.9842	11.4004	11.6057	11.1932
GS1_SS_24730_07099	SCRLLB2035E08.g	.	.	.	RecName:BTB/POZ and MATH domain-containing protein 2; AltName:Protein BTB-POZ AND MATH DOMAIN 2; Short=AtBPM2							9.5667	8.0827	8.5473	8.7474	8.0888	8.7012
GS1_AS_22064_20364	SCBGFL4057B08.g	.	.	Stress	DNA repair											6.5644	6.5993
GS1_AS_16821_05828	SCEQSB1016B06.g	Signal Transduction	Regulatory and Sensor	.	.		9.1451	10.621	10.1725	9.3178	9.7776	11.0665	11.4059	11.6573	11.9349	11.5498	11.4738
GS1_AS_22063_06517	SCCCRZ1003E08.g	Cytoskeleton and vesicle trafficking	.	.	Coatomer subunit beta-2; Beta-coat protein 2; Beta-COP 2	9.5978	9.3008	9.1105	9.2621	8.929	9.5198	8.1975	8.2777	8.7103	8.9074	8.3674	8.5654
GS1_SS_17334_12054	SCSGSB1007F02.g	.	.	.	.	9.5653	9.8746	10.4896	10.2159	9.8855	9.607	11.0172	10.8948	11.3716	12.0752	11.275	11.519
GS1_SS_17320_12506	SCQSAM1034H06.g	Unknown	uncharacterized	.	RING-H2 finger protein ATL4M; NEP1-interacting protein 1	11.451	11.8982	13.3925	12.7356	11.9476	10.8743	12.5414	12.4537	12.928	13.511	12.8275	13.3224
GS1_SS_17322_06127	SCSGSB1006E12.g	.	.	.	Bifunctional purple acid phosphatase 26; Includes: Acid phosphatase; Includes: Peroxidase;			8.8542		7.715		10.3826	10.515	11.0388	11.0938	11.0359	11.2609
