probe_name	transcript_name	function	structural	category	sub category 1	Circadian_24h.c	Circadian_24h.t	Circadian_28h.c	Circadian_28h.t	Circadian_32h.c	Circadian_32h.t	Circadian_36h.c	Circadian_36h.t	Circadian_40h.c	Circadian_40h.t	Circadian_44h.c	Circadian_44h.t	Circadian_48h.c	Circadian_48h.t	Circadian_52h.c	Circadian_52h.t	Circadian_56h.c	Circadian_56h.t	Circadian_60h.c	Circadian_60h.t	Circadian_64h.c	Circadian_64h.t	Circadian_68h.c	Circadian_68h.t
GS1_SS_22417_19259	SCEPAM1015B01.g	.	.	Protein metabolism	Tryptophanyl-tRNA synthetase (EC 6.1.1.2) (Tryptophan--tRNA ligase) (TrpRS)	11.9876	11.2013	12.5723	11.945	12.3208	12.5339	12.0527	12.4593	12.3071	12.5654	12.1882	12.1507	12.2734	11.6843	11.7855	11.4756	12.3591	12.3537	12.3181	12.4911	12.085	12.4321	12.2236	12.004
GS1_SS_22416_14188	SCQGFL3050B12.g	.	.	.	Probable ribonuclease P/MRP protein subunit POP5; Protein EMBRYO DEFECTIVE 1687	7.755	7.8869	8.4917	8.1965	8.2845	8.3491	8.1091	8.3632	8.0767	8.2059	8.334	8.16	8.1297	8.0361	8.6485	8.6931	8.257	8.2401	8.1345	8.1793	8.0663	8.4864	8.2774	8.0922
GS1_SS_22419_14154	SCCCRZ3097D07.g	.	.	.	Uncharacterized protein C1020.05 precursor; metallophosphoesterase superfamily/purple acid phosphatase family  	11.5644	11.0814	12.0903	11.6036	11.9116	12.0906	11.9029	12.1716	11.9087	11.7448	11.8567	11.6942	11.7237	11.5462	11.1032	11.2633	11.8797	12.1412	11.6289	11.8249	11.6942	11.9111	11.9807	11.4752
GS1_SS_22418_12080	SCACAM2042E06.g	.	.	.	.			6.6931	6.6628	6.5747	6.8174			6.8042	6.166		6.9561	6.9176	6.3036	6.7947	7.306	6.3326	6.3046	7.0187	6.9491	5.6984	5.6995	6.6136	6.9516
GS1_AS_40080_14628	SCCCRT3008H11.g	.	.	Pathogenicity	R-genes	7.0533	6.7511	7.6979	7.9619	7.24	7.1597	6.2597	6.4731	6.9504	6.7929	7.5253	7.5211	7.1437	7.251	6.7433	6.5796	6.9203	7.2819	7.41	7.3489	6.8438	6.8689	6.9432	7.2215
GS1_AS_40062_15619	SCCCRT3006B10.g	.	.	Phosphatases	Tyrosine phosphatase			5.9383	5.6246	6.1851				5.8931	5.4553	5.8175	5.7907	5.9044	6.1884					6.5029	6.4597			5.5638	
GS1_AS_39500_16637	SCQSFL1127H04.g	.	.	Pathogenicity	R-genes															7.0607				6.3528	6.4242				
GS1_AS_39962_14835	SCSGFL4196H05.g	Signal Transduction	kinase/phosphatase	Receptors	Receptor Ser/Thr kinase				6.3682	6.3544	6.684				5.7177				6.3732					6.7615	6.5725				
GS1_AS_40039_19472	SCCCRT3002E04.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	3-hydroxy-3-methylglutaryl-coenzyme A reductase (EC 1.1.1.34) (HMG-CoA reductase)			6.2707	6.4908	6.391	6.4414			5.8872	5.9917	6.5182	5.9243	6.5991	6.5049			5.673		6.7315	6.4584	5.641		6.2166	6.0471
GS1_AS_39524_21391	SCQSFL1130H08.g	.	.	Pathogenicity	R-genes			5.4994									5.6105		5.6671									5.5276	5.8659
GS1_AS_39754_21850	SCRLFL4109E11.g	.	.	Protein metabolism	ELF protein (RE07731p)										5.7093									6.58	6.2242				
GS1_SS_22443_04012	SCJLFL3014E05.g	Unknown	no matches	.		7.5269	8.4415	7.9813	8.2151	7.6138	7.5408	7.8008	6.8395	7.3336	7.0294	7.6284	8.0399	7.3911	8.2227	7.8433	7.8894	7.8566	7.3979	7.4511	7.2597	7.5737	7.3348	7.5161	7.133
GS1_SS_22442_18014	SCEZRZ1016F07.g	.	.	Carbohydrate metabolism	Alpha-amylase	10.1458	10.2229	10.541	10.538	10.3748	10.2658	10.2436	10.3594	10.401	10.1816	10.3622	10.3798	10.1821	10.2836	10.201	10.0944	10.3136	10.3068	10.0865	10.0636	10.1822	10.4284	10.1267	9.9841
GS1_SS_22444_14429	SCCCLR1072A02.g	Protein metabolism	.	.	Subtilisin-like protease; Cucumisin-like serine protease;		5.9988	6.8561	6.8587	6.3217	6.3533	6.414		6.8683	6.5206	7.0128	7.0089	6.6796	6.7685			6.2406	6.4701	6.9462	7.0754			6.5615	6.6641
GS1_SS_22447_13025	SCCCLR1C03D02.g	.	.	.	Splicing factor U2af small subunit B; U2 small nuclear ribonucleoprotein auxiliary factor small subunit B; U2 snRNP auxiliary factor small subunit B; U2 auxiliary factor 35 kDa subunit B; Zinc finger CCCH-type and RNA-binding motif domain-containing 	13.7623	13.6978	13.9954	13.9842	13.761	13.846	13.9939	13.8509	13.7294	13.6913	13.8931	13.8379	13.7285	13.7104	13.5911	13.5605	13.9144	14.0077	13.6745	13.6585	13.746	13.603	13.5794	13.5438
GS1_SS_22430_10734	SCJLFL3014H03.g	.	.	.	.	14.6939	14.9155	14.9451	15.2123	14.7271	14.6129	14.7999	14.4268	14.6498	14.6715	14.6816	14.8232	14.7333	15.0946	14.3496	14.4592	14.7406	14.5527	14.7026	14.2338	14.6392	14.4468	14.3608	14.4993
GS1_SS_22439_20532	SCAGLR2033A03.g	.	.	Pathogenicity	R-genes transduction	14.3761	14.1948	14.6744	14.3978	14.4316	14.4062	14.4907	14.4545	14.3725	14.344	14.5344	14.301	14.4024	14.173	13.8549	13.9559	14.4188	14.4929	14.205	14.2706	14.2881	14.4127	14.4727	14.1259
GS1_SS_22437_05597	SCVPAM1056A04.g	AminoAcid and nitrogen metabolism	decarboxylase	.	Lysine decarboxylase-like protein At5g11950	14.4697	14.617	14.8614	14.4453	14.5393	14.0739	14.5922	14.252	14.8116	14.6818	14.4091	14.9052	14.5026	14.6699	14.0513	13.5676	14.6131	13.7169	14.3637	14.1289	14.3818	14.6934	14.476	14.1166
GS1_SS_22441_12160	SCEZLB1006A02.g	.	.	.	.	8.9076	7.8913	9.309	8.6608	8.9688	9.5006	9.1099	9.8154	8.9324	9.0431	9.3594	8.8391	9.0046	8.3196	9.1418	8.5398	9.2311	9.4971	9.176	9.5489	8.9415	9.1579	9.1929	9.1178
GS1_AS_22304_02412	SCRLFL3008G11.b	.	.	.	RecName:Uncharacterized protein DDB_G0271670; Flags: Precursor			5.7425	5.7586		5.8798								5.9911					6.2691	5.8403				
GS1_AS_22309_06829	SCQGAM2108B09.g	.	.	.	Myosin IH heavy chain		6.3894	6.6982	6.476	6.7693	6.7142			6.9242	6.427	6.2996	6.4545	6.8694	6.7126	6.5529		6.234	6.2105	7.084	7.0463		6.396	6.093	6.0732
GS1_AS_40450_20297	SCRLLB2031B03.g	Unknown	.	Lipid, fatty-acid and isoprenoid metabolism	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-) ((3R)-hydroxymyristoy					5.8032									6.0051					6.214	6.3868				
GS1_AS_22313_03071	SCQGFL3056F02.g	.	.	.	B3 domain-containing protein Os12g0592300 OS=Oryza sativa subsp. japonica GN=Os12g0592300 PE=2 SV=2 			6.2321	6.5673	6.6227	6.9253			6.5921	6.5506	6.4488	6.4411	7.0195	7.3512					7.23	7.252			5.9967	6.1541
GS1_AS_22299_07709	SCCCLR1C01E09.g	Others	uncharacterized	.	Putative ribosomal RNA methyltransferase 1; rRNA (uridine-2-O-)-methyltransferase					6.0839	6.1604					6.2105	6.6681		6.1818					6.4961	6.5054				
GS1_AS_40358_20503	SCEQLB2017H02.g	.	.	Pathogenicity	R-genes			6.3976	6.6394	7.1695	7.1432			6.7594	6.1159	6.8263	6.724	6.7911	6.8432			6.0958	5.8099	7.297	7.2891	5.6067		6.5392	6.5108
GS1_AS_40306_18227	SCBGLB2011A02.g	.	.	Protein kinase	SNF-like kinases													6.0697	6.4206										
GS1_AS_40313_18994	SCBGLB2012C11.g	.	.	Stress	Water stress			6.7195	6.9019							7.3997	6.9687		6.237			6.0745	5.5769	6.2716		5.9437	6.0132	7.0211	7.2568
GS1_AS_38607_21093	SCUTFL3072G07.g	.	.	Protein kinase	RLCK			7.753	7.7399	7.4008	7.7951	6.2245	6.109	7.8938	7.3135	7.6959	7.9873	7.4585	7.7737	7.2678	7.0477	7.1902	7.0152	8.3574	7.7955	6.689	6.7033	7.4955	7.679
GS1_AS_38621_17996	SCUTFL3074E04.g	Pathogen Resistance	Uncharacterized	Carbohydrate metabolism	.			6.0694	6.1677	5.891				5.5085	6.2128	6.1237	6.3097	6.0501	5.8092						6.2994			6.0716	6.2402
GS1_AS_39105_16030	SCCCFL5061H09.g	.	.	Bioenergetics	glycolysis			6.7811	6.7151	6.7356	6.6025			6.5303	6.3717	6.8649	7.0161	6.704	6.6785	7.331	7.8563	6.0511	6.005	6.7465	6.7836	6.0463	6.2224	6.2782	6.4664
GS1_AS_38930_19350	SCBGFL5081A12.g	.	.	Receptors	Receptor Ser/Thr kinase			6.8379	7.0435	7.0287	7.3163			6.5422	6.4305	6.6761	6.7218	7.1484	7.1481			5.7648	5.875	7.5898	7.476			6.1355	5.9378
GS1_AS_38943_16992	SCBGFL5082B06.g	Lipid metabolism	.	Lipid, fatty-acid and isoprenoid metabolism	3-oxoacyl carrier protein synthase (3-ketoacyl-acyl carrier protein synthase)	8.8418	8.8467	9.268	9.5819	9.8356	9.6326	8.3204	8.3884	9.1866	9.2085	9.0886	9.0515	9.2499	9.6628	8.9805	9.0383	8.7846	9.0053	9.6376	9.4924	8.7904	8.7521	9.0651	8.9928
GS1_AS_38885_17571	SCSFFL4086D11.g	.	.	Receptors	RSTK			6.1768	6.1196	6.4396	6.5932			6.6912	6.3345	6.9779	7.159	6.6695	6.5309			6.0586	5.6548	6.8405	6.9388			6.4419	6.699
GS1_AS_38917_18641	SCBGFL5079F06.g	.	.	Ubiquitination	F-box protein			7.4534	7.5661	7.6166	8.0029	5.8796		7.7994	7.7144	7.4886	7.3438	8.0236	7.8274	6.6911		7.1281	7.1722	8.1665	8.2365	6.4403	6.3473	7.3463	7.1669
GS1_AS_22239_18194	SCCCHR1003B09.g	.	.	Transporters	Transportin			5.9501	5.5314					5.5269	5.5504	6.4462	6.3195			6.2366		5.3347						5.5415	5.8493
GS1_AS_16939_16036	SCACCL6008A11.g	.	.	Stress	Water stress	6.664	6.4489	7.3708	7.4899	7.2985	7.2445	6.0065	5.9234	6.904	7.0342	7.3979	7.4933	7.208	7.414	7.0547	7.0224	7.1037	7.2512	7.349	7.6093	6.6055	6.5878	7.2561	7.3723
GS1_AS_16947_05115	SCCCLR1070E11.g	Unknown	no matches	.	.			6.0692	6.605	6.6205	6.3525			6.3122	6.6021	6.1234	6.3595		7.1172				5.8627	7.2856	6.8204	5.3992		5.9872	5.7439
GS1_SS_19855_18301	SCQSAM2099F03.g	.	.	Protein kinase	cell cycle-related	10.2785	10.3485	10.5529	10.6528	10.2947	10.4899	10.4621	10.3953	10.0891	10.2005	10.1687	10.0763	10.0932	10.0753	10.2024	10.1914	10.2914	10.4383	10.0077	10.1186	10.273	10.2843	9.9358	9.9003
GS1_SS_19854_12387	SCVPRT2073F12.g	Others	ERD1 protein	.	ERD1 protein, chloroplastic;	12.5519	14.8377	12.8166	13.4329	12.7693	11.8416	12.8223	11.7877	12.1029	12.2123	12.5992	12.1826	12.5936	12.2126	12.4194	12.0998	12.7428	11.798	12.4984	11.9286	12.5947	12.14	11.5505	12.2185
GS1_SS_17261_19981	SCEZLB1007H04.g	Carbohydrate metabolism	.	Cell wall	Glycosyl transferase family 8 (cell wall metabolism, starch metabolism or  lipopolysaccharide biosynthesis)	11.409	11.4446	11.7754	11.809	11.7075	11.6426	11.7553	11.528	11.8819	11.4469	11.8056	12.0145	11.6543	11.5557	11.1575	11.1875	11.7243	11.8216	11.5154	11.7579	11.586	11.6529	11.7093	11.4963
GS1_SS_19865_00230	SCSGFL1079A03.g	Unknown	uncharacterized	.	RecName:Protein tesmin/TSO1-like CXC 2; Short=AtTCX2; AltName:Protein TSO1-like 2; Short=Protein SOL2	11.2943	11.8337	11.3697	11.7749	11.1959	10.9337	11.3765	10.7859	11.0454	10.9791	11.273	11.5707	11.034	11.5331	11.1319	11.2212	11.3888	11.3628	10.9641	10.7414	11.2165	11.155	11.0286	10.9286
GS1_SS_19861_12883	SCJFLR1073C09.g	Cell wall metabolism	Polysaccharide biosynthesis	Cell wall	Cellulose synthase (CesA)	9.5431	9.0953	9.8698	9.5162	9.768	9.9156	9.8683	10.1403	9.7381	9.9212	9.7183	9.6236	9.6786	9.2888	9.5633	9.0165	9.6678	9.6403	9.608	9.962	9.7127	9.9047	9.4375	9.2927
GS1_SS_17262_00357	SCBFRZ2019C12.g	Unknown	others	.	RecName:Glycoprotein gp2; AltName:Glycoprotein X; Short=GpX; Flags: Precursor	6.1681		6.5873		6.3414		6.6668		7.0066	7.4456	6.9006	7.9837	6.5069		7.0733		6.6143		6.0778		6.2565	6.67		6.5679
GS1_SS_19847_11271	SCCCFL4002B09.g	.	.	.	DEAD-box ATP-dependent RNA helicase 57	12.0549	11.9786	12.4276	12.6583	12.176	12.0943	12.2369	11.8884	12.1865	12.0387	12.1443	12.4355	11.99	12.5971	11.6939	11.9022	12.2198	12.2735	12.06	11.965	12.1019	11.7683	11.8856	11.915
GS1_SS_17248_07440	SCSBSB1053F09.g	.	.	.	Glutamyl-tRNA(Gln) amidotransferase subunit A homolog	7.6324	7.7452	8.3128	8.5409	8.2557	8.272	7.2733	7.4867	8.269	8.1569	8.483	8.7075	8.2257	8.598	7.6973	7.849	7.7421	7.8559	8.8248	8.617	8.0057	7.8558	7.9699	8.1054
GS1_SS_19851_18640	SCCCFL4002D04.g	Carbohydrate metabolism	transferase	Carbohydrate metabolism	Starch and sucrose metabolism	14.7105	15.0649	14.7058	15.2451	14.6184	14.4549	14.7901	14.3556	14.3272	14.3907	14.6015	14.5086	14.4714	14.7138	14.4942	14.5263	14.6902	14.4961	14.5055	14.0861	14.5873	14.4789	13.9435	14.293
GS1_SS_17251_11418	SCRLLR1038B02.g	.	.	.	CTD small phosphatase-like protein 2; CTDSP-like 2	11.9719	12.1515	12.1718	12.1951	12.0045	11.8906	12.4139	12.3663	11.7882	11.8545	11.9358	12.1334	11.9462	11.9883	11.6569	11.9249	11.9557	12.262	11.5118	11.6511	11.8305	11.8491	11.6498	11.5002
GS1_SS_19849_13677	SCEQLB1065B12.g	.	.	.	FK506-binding protein 2-1; Peptidyl-prolyl cis-trans isomerase; PPIase; Rotamase; 15 kDa FKBP; FKBP-15-1;	10.917	10.7804	11.2832	11.1613	11.2152	11.0722	10.9795	11.3134	10.7388	11.0333	11.17	11.3843	10.9452	11.0247	10.6458	10.6999	11.1782	11.3051	10.9632	11.1214	10.8999	11.2069	11.3359	11.0131
GS1_SS_17252_08881	SCVPCL6042B11.g	Signal Transduction	kinase/phosphatase	Protein kinase	MAPK/MAPKK/MAPKKK	12.0759	12.6452	12.1427	12.5352	12.041	11.7157	12.2157	11.9314	11.882	11.8184	12.1329	12.2571	11.8234	12.2168	11.6661	11.8119	12.0321	12.2013	11.9137	11.6657	12.1381	12.0448	12.0203	11.8635
GS1_SS_19853_08674	SCCCFL4002E09.g	.	.	.	AP-3 complex subunit beta-2; Adapter-related protein complex 3 subunit beta-2; Adaptor protein complex AP-3 beta-2 subunit; AP-3 complex beta-2 subunit; Beta3B-adaptin; Clathrin assembly protein complex 3 beta-2 large chain	9.4067	9.2838	9.3365	9.2559	9.2004	9.2638	9.6818	9.7739	9.2323	9.1341	9.2958	9.3188	9.2279	9.2901	9.442	9.2318	9.2836	9.4769	8.9428	9.2973	9.328	9.5018	9.3583	8.8203
GS1_SS_17255_17759	SCSBSB1054B08.g	.	.	Pathogenicity	R-gene	7.339	6.9755	7.7083	7.4877	7.4109	7.933	7.838	7.8234	7.4022	7.4867	7.5864	7.1639	7.4509	7.2702	7.3597	7.2618	7.3762	7.585	7.1425	7.4338	7.4481	8.0209	7.6901	7.1434
GS1_SS_19852_01575	SCCCFL4002E08.g	.	.	.	Chromodomain-helicase-DNA-binding protein Mi-2 homolog; ATP-dependent helicase Mi-2; dMi-2	7.0032	7.1342	7.8956	8.089	7.621	7.7596	7.4512	7.1471	7.5629	7.1628	7.4768	6.637	7.4469	7.7941	7.1334	7.0583	7.7448	7.3946	7.4546	7.4418	7.2403	7.1758	7.3794	6.8807
GS1_AS_16957_20697	SCQGLR1062G06.g	.	.	Amino acid metabolism	Ferredoxin-dependent glutamate synthase  (Fd-GOGAT)	6.8758	7.1986	7.2386	7.2164	6.6457	6.6986	7.206	6.6135	6.9349	6.3547	6.9714	7.2017	6.5993	6.9671	8.0655	7.5444	6.6468	6.0955	6.8947	6.5425	7.0705	7.1632	6.9828	7.6639
GS1_AS_16966_14692	SCSBSB1057D05.g	Carbohydrate metabolism	transferase	Carbohydrate metabolism	Alpha-glucan phosphorylase (starch phosphorylase)					5.8398				6.0917	6.1005	5.8376			6.0672					6.4172	6.5395				
GS1_SS_17276_20176	SCEPRZ1010E06.g	Signal Transduction	kinase/phosphatase	Protein phosphatase	serine/threonine PPM family	12.1123	12.1449	12.2926	12.5688	12.189	11.898	12.1269	12.031	12.0004	11.8658	12.011	12.6259	11.9633	12.0018	11.8987	11.8674	12.1595	12.3853	12.0572	12.3796	12.0772	12.0697	11.7541	11.6136
GS1_SS_19887_13768	SCEZLB1014A12.g	.	.	.	HVA22-like protein k (AtHVA22k)	12.0294	12.1138	12.4757	12.5348	12.218	12.1891	12.2424	12.4002	11.9722	12.0324	12.2627	12.4028	12.0177	12.0511	11.924	11.8394	12.3491	12.4614	12.0654	12.108	12.1019	12.2707	12.2148	12.166
GS1_SS_17277_05640	SCVPCL6046G06.g	.	.	.	Putative receptor-like protein kinase At1g72540			6.3639	6.0057	6.1293	6.2102	6.6757	7.1677	6.3083	6.5011	6.0379		6.1918		7.1264	6.9012	6.0094	6.7502	5.8936	6.3938	6.528	6.3525		
GS1_SS_17278_03232	SCACLR1127A07.g	.	.	.	RecName:Leucine-rich repeat extensin-like protein 6; Short=AtLRX6; Short=LRR/EXTENSIN6; AltName:Cell wall hydroxyproline-rich glycoprotein; Flags: Precursor	13.5963	13.4789	13.8213	13.7635	13.3521	13.4083	13.7824	14.0078	13.4469	13.3	13.9137	13.5704	13.1984	13.4224	13.1138	13.2809	13.8071	13.6425	13.4216	13.266	13.5739	13.7764	13.9151	13.5697
GS1_SS_17279_14197	SCSFSB1070D02.g	.	.	.	Putative salt tolerance-like protein At1g78600	11.9577	11.9459	12.4189	12.4804	12.1594	12.3459	12.2141	12.2369	12.1173	12.0962	12.2017	12.005	12.0999	12.0352	11.7521	11.7169	12.0222	12.4033	12.0048	12.1597	12.0555	11.8882	11.9229	11.895
GS1_SS_19889_00848	SCCCCL3003B09.b	.	.	.	Probable methyltransferase WBSCR22 homolog			7.0083	7.2335	7.2856	7.2147			6.8458	6.6377	7.5761	7.3993	7.2734	6.8037	6.8461	7.0663	6.8894	6.5133	7.2036	7.2345			7.214	7.6005
GS1_SS_17264_07752	SCSFSB1068B08.g	.	.	.	Pentatricopeptide repeat-containing protein At1g05665, mitochondrial;	6.8182	6.5327	7.1751	6.8955	6.9056	6.9268	6.3125	7.1045	7.2409	7.2523	6.7683	6.9429	6.953	6.9601	6.7849	6.484	7.1865	6.7294	7.1081	7.1007	6.905	7.2328	6.8429	6.3419
GS1_SS_19870_19090	SCJFLR1013H10.g	Carbohydrate metabolism	Nucleotide sugar synthesis, conversion and transport	Cell wall	UDP-glucose dehydrogenase	10.8547	11.1858	11.4326	11.4901	11.2807	11.0716	10.9445	11.268	11.0319	11.3548	11.4502	11.4059	11.2852	11.3242	10.9679	10.8292	11.3839	11.2575	11.2407	11.0694	11.1232	11.3696	11.3084	11.45
GS1_SS_19876_01220	SCCCLR1069H04.g	.	.	.	RecName:DEAD-box ATP-dependent RNA helicase 42	11.4565	11.2805	12.0449	12.006	11.6793	11.7991	11.7285	11.5692	11.6477	11.5814	11.5397	11.4092	11.5837	11.5956	11.1218	11.3846	11.6798	11.9163	11.4198	11.6405	11.4753	11.3551	11.2701	11.1807
GS1_SS_17268_03596	SCSFSB1068F11.g	Transport	.	.	RecName:Probable sugar phosphate/phosphate translocator At3g14410	8.5364	8.3663	8.8124	8.841	8.7282	8.7005	8.5498	8.9683	8.2567	8.5003	8.3503	8.3617	8.3796	8.5961	9.0359	9.2897	8.8269	8.9088	8.5518	8.4921	8.6708	8.8746	8.4793	8.0618
GS1_SS_17269_08166	SCSFSB1068G11.g	Signal Transduction	Regulatory and Sensor	.	.	8.1622	7.8586	8.6463	7.9413	8.4592	7.6292	8.2597	8.3483	8.1251	8.2663	8.408	9.2119	8.3973	8.753	8.2289	7.963	8.3412	8.2897	8.3916	8.5888	8.3034	9.0484	8.7075	8.2762
GS1_SS_19875_12382	SCSGFL1079F12.g	.	.	.	.			5.9241	6.2121	6.0849	6.0116	5.8093			5.8731	5.8467	6.0834		6.2752	6.7723		5.4897	6.1465	6.1049	6.2385	5.7	5.9205	5.8405	5.6734
GS1_SS_19879_08480	SCRULR1042G12.g	.	.	.	Glutathione S-transferase 1; GST-I; GST-29; GST class-phi member 1	9.2986	9.4329	10.2343	10.2471	10.2953	10.1474	8.9328	9.0519	10.2989	9.9908	10.1636	10.1038	10.3557	10.1994	9.315	9.4185	9.7209	9.4971	10.7398	10.5179	9.6403	9.5746	9.9609	10.179
GS1_SS_17273_06847	SCSFSB1069A11.g	.	.	.	Protein OSB2, chloroplastic OS=Arabidopsis thaliana GN=OSB2 PE=1 SV=2 	7.1304	6.2342	7.6438	6.6688	7.4264	7.7004	7.4907	8.2033	7.29	7.5112	7.5796	7.4068	7.2915	6.6975	7.5061	6.869	7.3934	7.7016	7.356	7.8712	7.1927	7.6134	7.6414	7.195
GS1_AS_16990_06443	SCQGSB1066F05.g	Unknown	Uncharacterized	.	.	6.7966	6.4843	7.7963	7.9251	7.6415	7.8161	6.3947	6.4583	7.6421	7.2903	8.5338	8.7562	7.8168	7.8674	6.8407	6.7833	7.3721	7.4745	7.7146	7.9077	6.8944	6.8906	8.0314	8.1205
GS1_AS_17000_05232	SCJFST1012F10.g	.	.	.	Glutathione gamma-glutamylcysteinyltransferase 1; Phytochelatin synthase 1; TaPCS1; Cadmium tolerance protein			6.4299	6.029		6.0393			6.6076	6.2454		6.6162	6.4697	6.368					6.7418	6.8862			6.4358	6.5521
GS1_SS_19820_09213	SCCCFL3002D01.g	Unknown	uncharacterized	.	.	10.1488	9.677	10.7432	10.1189	10.7475	10.4666	10.483	10.7135	10.5651	10.8773	10.355	10.7878	10.4879	10.6058	10.3328	9.7152	10.7738	10.6471	10.6713	10.8848	10.3857	10.7814	10.629	10.2706
GS1_SS_22395_05408	SCJLFL3011F03.g	.	.	.	.			7.004	7.2328	6.8416	6.8396			6.5026	6.5802	7.4376	7.5803	6.9688	6.8502			6.5919	6.7626	7.1159	7.2072	6.3483	6.4281	7.0389	7.1787
GS1_SS_17224_05414	SCSBSB1051H05.g	AminoAcid and nitrogen metabolism	aminotransferase	.	Tyrosine aminotransferase; TAT; L-tyrosine:2-oxoglutarate aminotransferase	11.7936	12.1546	12.2632	11.6695	12.201	12.0878	11.9442	12.3773	12.1678	11.9961	12.2922	12.1956	12.0773	13.0568	11.5402	11.7035	12.2018	11.3055	12.0856	11.5304	11.9473	11.8283	12.5274	12.1428
GS1_SS_19818_19969	SCCCFL3002B08.g	.	.	No matches	.	10.9557	11.2484	11.2847	11.285	11.0084	11.0886	11.2477	10.7963	11.1781	10.8847	11.055	10.6576	10.9696	10.7304	10.7911	11.0581	11.0416	10.655	10.7995	10.934	10.9979	10.8667	10.6141	10.595
GS1_SS_22393_09776	SCCCLR1075D12.g	.	.	.	Transmembrane emp24 domain-containing protein 10; 21 kDa transmembrane-trafficking protein; Transmembrane protein Tmp21; Integral membrane protein p23;	13.0525	13.0347	13.5132	13.2922	13.2719	13.3213	13.327	13.3619	13.1918	13.323	13.483	13.5589	13.2986	13.1271	12.8797	12.836	13.3073	13.2594	13.2147	13.2228	13.1391	13.1815	13.346	13.251
GS1_SS_22399_13011	SCVPLR2012A06.g	.	.	.	.	8.8474	9.1	9.507	9.483	9.2194	9.1145	9.283	9.1151	9.0715	9.1115	9.2681	9.4605	9.0461	9.2239	8.6965	8.6436	9.0018	9.2753	8.9776	9.1793	9.1248	9.2224	9.2815	8.7997
GS1_SS_17225_08832	SCCCRZ2002H10.g	.	.	.	.	10.4659	10.5798	11.1042	11.2368	10.9227	11.0288	10.6535	10.839	10.7767	10.7945	11.0821	11.1718	10.8272	10.9415	10.4092	10.4361	10.8661	11.1411	10.812	10.987	10.6252	10.7307	11.0244	10.8776
GS1_SS_17229_11973	SCSBSB1052C04.g	.	.	.	.	8.9999	8.566	9.531	9.3766	9.1699	9.4777	9.2794	9.1845	9.2974	9.3692	9.0564	9.1378	9.2351	9.2599	9.1166	9.1476	9.398	9.5775	8.9642	9.0781	9.1717	9.0157	9	8.8413
GS1_SS_22396_11041	SCCCCL5072F03.g	.	.	.	.	11.4068	11.7654	11.7877	11.6613	11.5498	11.4224	11.6336	11.3522	11.5818	11.6271	11.4992	11.9795	11.4763	11.5976	11.0604	10.7886	11.6171	11.1853	11.4165	11.3532	11.5163	11.6785	11.343	11.3435
GS1_SS_19821_14557	SCCCFL3002D08.g	.	.	No matches	RecName:Uncharacterized aarF domain-containing protein kinase At1g71810, chloroplastic; Flags: Precursor	10.5896	11.2553	11.2953	11.6746	11.1409	10.8705	10.6316	9.517	11.0488	10.861	10.939	11.3169	11.0025	11.8565	10.5701	10.7339	11.0894	10.8262	11.1065	10.4649	10.7664	10.4656	10.7352	10.9745
GS1_SS_17230_11561	SCBGLR1002G01.g	.	.	.	Katanin p80 WD40 repeat-containing subunit B1 homolog 1	9.8149	10.3871	10.3762	10.4331	10.3214	10.2348	10.1484	9.7419	10.3343	10.3355	10.0043	10.0591	10.1127	10.0279	9.9962	9.5697	10.273	9.9694	10.0471	9.9013	10.0111	10.1583	9.6458	9.704
GS1_SS_19829_09422	SCJLLR2020F09.g	.	.	.	RecName:Mediator of RNA polymerase II transcription subunit 8; AltName:Protein SETH 10	10.8172	10.9141	11.27	11.2994	10.9816	11.0739	11.0584	11.1308	10.9321	10.8803	11.0506	11.0481	10.8832	10.9304	10.5466	10.5058	11.1568	11.2949	10.8724	11.14	10.8582	10.8513	10.796	10.7446
GS1_SS_19823_06108	SCJLST1027D09.g	.	.	.	Glutathione S-transferase; GST class-phi	8.7927	9.0008	9.485	9.3419	9.3387	9.2875	8.9496	8.4988	9.5039	9.6251	9.4006	9.9553	9.2894	9.3394	8.843	8.2603	9.2068	8.7171	9.4537	9.6609	8.9579	8.9756	9.0705	9.2312
GS1_SS_17232_13211	SCSBSB1052D05.g	Unknown	uncharacterized	.	.	9.4744	10.1099	9.8556	9.9774	9.5209	9.2577	9.756	9.1655	9.6588	9.3115	9.6734	9.7793	9.5307	10.0683	9.5195	9.9264	9.5881	9.4189	9.4485	9.2998	9.7261	9.3283	9.166	9.1825
GS1_SS_22400_10882	SCSFAM1077D01.g	Others	oxidoreductase	.	Uncharacterized oxidoreductase At4g09670	6.1821	6.1966	6.7961	6.5224	6.4311	6.3559	6.2915	6.7427	6.5614	6.8824	6.7308	7.0768	6.5836	6.0524	7.0982		6.4567	6.209	6.7663	6.6125	6.2177	6.8955	6.36	6.5973
GS1_SS_17233_09249	SCSBSB1052E10.g	.	.	.	RecName:Probable transcription factor GLK2; AltName:Golden2-like protein 2; Short=OsGLK2			6.1141	6.2837	5.9002		6.4452	6.5685			6.1352		6.2071	6.1422	7.7927	8.34	6.1374	6.2312	6.1524		6.255	6.2089	5.8316	5.9378
