probe_name	transcript_name	function	structural	category	sub category 1	15S_E1.1.C_C.030409_0.96.c	15S_E1.1.C_C.030409_0.96.t	15S_F1.1.C_C.030409_0.96.c	15S_F1.1.C_C.030409_0.96.t	36S_E1.1.C_C.030409_0.96.c	36S_E1.1.C_C.030409_0.96.t	36S_F1.1.C_C.030409_0.96.c	36S_F1.1.C_C.030409_0.96.t	79S_E1.1.C_C.030409_0.96.c	79S_E1.1.C_C.030409_0.96.t	79S_F1.1.C_C.030409_0.96.c	79S_F1.1.C_C.030409_0.96.t
GS1_SS_17263_13950	SCSFSB1068B03.g	.	.	.	Putative potassium transporter 8; OsHAK8	9.3978	10.8753			10.4659	11.1754			8.9933	10.164		
GS1_SS_19847_11271	SCCCFL4002B09.g	.	.	.	DEAD-box ATP-dependent RNA helicase 57	12.2446	12.6924	11.5084	12.1733	12.0952	13.4049	12.8039	12.1501	12.5969	13.2846	11.7284	11.9316
GS1_SS_17248_07440	SCSBSB1053F09.g	.	.	.	Glutamyl-tRNA(Gln) amidotransferase subunit A homolog	9.8903	9.801	8.363	8.4404	10.0051	9.7162	9.4077	8.7118	10.6654	10.5199	8.7524	8.9693
GS1_SS_19846_06528	SCCCFL4002A08.g	Unknown	no matches	.		8.105	8.0254			7.0239	8.1894			7.4757	7.858		
GS1_SS_19851_18640	SCCCFL4002D04.g	Carbohydrate metabolism	transferase	Carbohydrate metabolism	Starch and sucrose metabolism	14.2212	14.7801	14.4101	14.6832	14.7866	14.3741	15.3767	14.5185	14.3982	14.8235	14.2199	14.2501
GS1_SS_17251_11418	SCRLLR1038B02.g	.	.	.	CTD small phosphatase-like protein 2; CTDSP-like 2	12.6294	13.1561	11.6022	11.4389	13.3272	13.757	12.3701	12.291	12.6335	13.2116	11.2853	11.4409
GS1_SS_19849_13677	SCEQLB1065B12.g	.	.	.	FK506-binding protein 2-1; Peptidyl-prolyl cis-trans isomerase; PPIase; Rotamase; 15 kDa FKBP; FKBP-15-1;	12.9931	13.3512	11.3936	11.7835	13.3983	13.4465	12.2962	11.6054	12.506	12.6682	10.5226	11.2071
GS1_SS_17252_08881	SCVPCL6042B11.g	Signal Transduction	kinase/phosphatase	Protein kinase	MAPK/MAPKK/MAPKKK	13.108	12.3849	12.392	11.8233	13.5475	12.1113	12.9831	12.2444	13.0728	11.9798	11.9603	11.286
GS1_SS_19853_08674	SCCCFL4002E09.g	.	.	.	AP-3 complex subunit beta-2; Adapter-related protein complex 3 subunit beta-2; Adaptor protein complex AP-3 beta-2 subunit; AP-3 complex beta-2 subunit; Beta3B-adaptin; Clathrin assembly protein complex 3 beta-2 large chain	11.0726	12.0153	8.6552	8.8697	11.4421	11.9142	8.825	9.2587	10.8324	11.5229	8.987	8.8771
GS1_SS_19852_01575	SCCCFL4002E08.g	.	.	.	Chromodomain-helicase-DNA-binding protein Mi-2 homolog; ATP-dependent helicase Mi-2; dMi-2	9.8924	10.7296	7.4911	7.8712	9.7935	11.2697	7.9963	8.2054	9.24	10.1423	7.7931	7.9459
GS1_SS_17255_17759	SCSBSB1054B08.g	.	.	Pathogenicity	R-gene			7.7791	6.3697				7.5518			7.6594	7.318
GS1_AS_16957_20697	SCQGLR1062G06.g	.	.	Amino acid metabolism	Ferredoxin-dependent glutamate synthase  (Fd-GOGAT)			6.5192	6.4626	6.7395	6.7428	7.9934	6.0763			7.813	8.1131
GS1_AS_16966_14692	SCSBSB1057D05.g	Carbohydrate metabolism	transferase	Carbohydrate metabolism	Alpha-glucan phosphorylase (starch phosphorylase)	6.4254		6.6043		6.7574		7.766	7.2292	7.3501		7.7187	7.015
GS1_SS_17276_20176	SCEPRZ1010E06.g	Signal Transduction	kinase/phosphatase	Protein phosphatase	serine/threonine PPM family	12.9295	14.5632	12.3948	14.0996	14.3148	14.7374	12.1293	14.7741	13.1862	15.3088	12.4516	14.3422
GS1_SS_19887_13768	SCEZLB1014A12.g	.	.	.	HVA22-like protein k (AtHVA22k)	13.7835	14.0528	11.9441	12.4453	13.5909	14.2668	12.3427	12.2987	13.5728	13.7884	11.557	12.5534
GS1_SS_17277_05640	SCVPCL6046G06.g	.	.	.	Putative receptor-like protein kinase At1g72540			8.5416	8.5285			8.4094	8.2392			8.586	8.7722
GS1_SS_17278_03232	SCACLR1127A07.g	.	.	.	RecName:Leucine-rich repeat extensin-like protein 6; Short=AtLRX6; Short=LRR/EXTENSIN6; AltName:Cell wall hydroxyproline-rich glycoprotein; Flags: Precursor	12.9966	13.7012	13.4962	13.8037	14.8498	14.0109	15.0879	14.0602	13.4193	14.0372	13.3356	14.1702
GS1_SS_17279_14197	SCSFSB1070D02.g	.	.	.	Putative salt tolerance-like protein At1g78600	14.1241	14.5693	12.5034	12.605	14.511	14.8677	12.9394	13.2862	14.2785	14.8062	13.3902	13.1565
GS1_SS_19889_00848	SCCCCL3003B09.b	.	.	.	Probable methyltransferase WBSCR22 homolog			6.1086	6.2136			7.8415				7.594	8.0097
GS1_SS_17264_07752	SCSFSB1068B08.g	.	.	.	Pentatricopeptide repeat-containing protein At1g05665, mitochondrial;	8.4908	7.8299	8.1013	8.0697	8.3838	8.5863	7.9322	8.6418	8.5509	8.0343	7.7162	7.061
GS1_SS_19871_14817	SCSGFL1079D12.g	Others	uncharacterized	lipid metabolism	Cyclopropane-fatty-acyl-phospholipid synthase; Cyclopropane fatty acid synthase; CFA synthase Cyclopropane-fatty-acyl-phospholipid synthase; Cyclopropane fatty acid synthase; CFA synthase	8.9326	8.1441			10.2253	8.3235			8.6946			
GS1_SS_19870_19090	SCJFLR1013H10.g	Carbohydrate metabolism	Nucleotide sugar synthesis, conversion and transport	Cell wall	UDP-glucose dehydrogenase	13.93	13.6227	11.7947	10.8652	14.3117	13.2501	11.9263	11.6127	14.0247	13.2016	11.8428	10.9904
GS1_SS_19876_01220	SCCCLR1069H04.g	.	.	.	RecName:DEAD-box ATP-dependent RNA helicase 42	12.8597	13.5684	11.438	11.6372	13.1549	14.0596	12.0033	11.7362	12.9157	13.8813	11.1794	11.8134
GS1_SS_17268_03596	SCSFSB1068F11.g	Transport	.	.	RecName:Probable sugar phosphate/phosphate translocator At3g14410	10.7132	10.9601	8.5973	8.531	10.9972	10.9252	8.1169	8.8526	10.1649	10.2813	8.274	8.0025
GS1_SS_17269_08166	SCSFSB1068G11.g	Signal Transduction	Regulatory and Sensor	.	.	7.4104	8.8591	9.3311	8.6959	7.9639	9.1469	7.3382	9.3136	6.7862	9.3432	7.7028	6.9393
GS1_SS_19875_12382	SCSGFL1079F12.g	.	.	.	.	7.6031	8.3933	6.0142		7.8108	9.0304		7.2165	8.1574	9.7752	7.7665	7.0073
GS1_SS_19881_20244	SCMCLR1125B04.g	DNA metabolism	replication	Nucleic acid metabolism	DNA replication	10.2812				9.4497	6.5574			9.9805			
GS1_SS_19879_08480	SCRULR1042G12.g	.	.	.	Glutathione S-transferase 1; GST-I; GST-29; GST class-phi member 1	9.847	9.2236	9.801	10.0652	9.9476	9.5437	11.0009	10.2239	10.7472	10.4683	10.281	10.3639
GS1_SS_17273_06847	SCSFSB1069A11.g	.	.	.	Protein OSB2, chloroplastic OS=Arabidopsis thaliana GN=OSB2 PE=1 SV=2 	9.8202	9.7209	9.2277	8.7201	9.8849	10.1136		9.4187	9.8491	9.9385	8.9116	8.2851
GS1_AS_16990_06443	SCQGSB1066F05.g	Unknown	Uncharacterized	.	.	7.7637	7.5903	8.0139	7.9464	8.1751	8.0925	8.6355	8.2762	8.4796	8.4172	8.3037	8.1888
GS1_AS_17000_05232	SCJFST1012F10.g	.	.	.	Glutathione gamma-glutamylcysteinyltransferase 1; Phytochelatin synthase 1; TaPCS1; Cadmium tolerance protein	6.3308		6.1532	6.5831	6.0347				6.6383			6.7015
GS1_AS_22150_00783	SCJLRT1017E07.g	.	.	.	Vesicle-associated membrane protein 711; AtVAMP711; v-SNARE synaptobrevin 7C; AtVAMP7C	6.9396	7.0812			7.0577	7.7773						
GS1_SS_19820_09213	SCCCFL3002D01.g	Unknown	uncharacterized	.	.	10.5488	10.3934	12.0623	11.7793	10.0599	10.4196	9.0466	12.1199	10.4413	11.0743	10.2886	9.42
GS1_SS_22395_05408	SCJLFL3011F03.g	.	.	.	.	8.722	8.7245	7.133	7.283	8.8617	9.203	8.373	7.7584	8.985	9.0002	7.7029	7.5144
GS1_SS_17224_05414	SCSBSB1051H05.g	AminoAcid and nitrogen metabolism	aminotransferase	.	Tyrosine aminotransferase; TAT; L-tyrosine:2-oxoglutarate aminotransferase	12.0452	11.0048	12.402	10.9481	12.1174	11.362	13.1445	11.3028	10.9847	10.6407	12.8452	12.6035
GS1_SS_19818_19969	SCCCFL3002B08.g	.	.	No matches	.	11.088	11.7377	11.3133	10.7675	11.3905	12.1106	11.794	11.1024	10.3656	11.2059	10.9443	11.2717
GS1_SS_22393_09776	SCCCLR1075D12.g	.	.	.	Transmembrane emp24 domain-containing protein 10; 21 kDa transmembrane-trafficking protein; Transmembrane protein Tmp21; Integral membrane protein p23;	14.2397	14.6674	13.209	13.6315	14.6342	15.1015	13.67	14.1736	14.6489	15.0509	13.4612	13.9888
GS1_SS_22399_13011	SCVPLR2012A06.g	.	.	.	.	13.5204	11.5653	8.9907	9.1509	13.7349	11.7077	8.6745	9.6307	13.3559	11.4771	9.1924	8.9557
GS1_SS_17225_08832	SCCCRZ2002H10.g	.	.	.	.	13.5928	13.8214	10.5674	10.8436	13.5029	14.2832	11.1248	10.9644	13.1996	13.7397	9.6795	10.2562
GS1_SS_17229_11973	SCSBSB1052C04.g	.	.	.	.	12.0217	12.8162	8.4607	8.9628	12.1941	13.0338	8.6785	9.419	12.3957	12.8464	8.5651	9.5886
GS1_SS_22396_11041	SCCCCL5072F03.g	.	.	.	.	11.1348	12.0835	12.2092	11.9531	11.8083	12.4151	11.6034	11.9798	11.3248	12.4364	12.4531	11.7937
GS1_SS_19821_14557	SCCCFL3002D08.g	.	.	No matches	RecName:Uncharacterized aarF domain-containing protein kinase At1g71810, chloroplastic; Flags: Precursor	8.9778	10.5374	10.4364	11.7305	9.2291	10.4726	12.9778	11.7341	8.7832	10.421	10.0254	11.3641
GS1_SS_17230_11561	SCBGLR1002G01.g	.	.	.	Katanin p80 WD40 repeat-containing subunit B1 homolog 1	14.3956	14.1166	9.4845	10.1892	14.3905	14.2831	10.0755	10.7783	14.5206	14.6667	10.2711	10.4655
GS1_SS_19829_09422	SCJLLR2020F09.g	.	.	.	RecName:Mediator of RNA polymerase II transcription subunit 8; AltName:Protein SETH 10	13.1418	12.7014	11.0445	11.2108	13.52	13.3821	11.7891	11.7398	13.395	13.3366	11.2605	11.3357
GS1_SS_19823_06108	SCJLST1027D09.g	.	.	.	Glutathione S-transferase; GST class-phi	12.6256	11.2271	10.2615	8.8501	12.8153	11.4618	8.2824	7.9708	12.6542	11.4683	9.3464	8.1133
GS1_SS_17232_13211	SCSBSB1052D05.g	Unknown	uncharacterized	.	.	9.9021	10.5447	7.8819	8.1354	10.522	11.5255	10.6759	9.041	9.0604	9.9604	7.8697	8.3496
GS1_SS_22400_10882	SCSFAM1077D01.g	Others	oxidoreductase	.	Uncharacterized oxidoreductase At4g09670	12.0633	10.6949	6.9371		11.7216	10.9215		7.6071	11.283	10.2047	7.84	
GS1_SS_17233_09249	SCSBSB1052E10.g	.	.	.	RecName:Probable transcription factor GLK2; AltName:Golden2-like protein 2; Short=OsGLK2	8.0717	7.4066			7.4981	7.2794			7.8348	7.7293		
GS1_SS_22378_20589	SCEZLR1031E05.g	Protein metabolism	Ribosomal protein	Protein metabolism	50S ribosomal protein L5 (Fragment)	9.8316	9.04	13.1024	12.8402	8.8597	8.6986	11.4092	12.753	9.5592	9.1017	12.417	11.4716
GS1_SS_19809_21567	SCEPAM1106G01.g	Unknown	Uncharacterized	Small GTPases	GTPase modulator	7.1072	8.3424	6.1929	6.6791	8.0956	8.8571		7.1489	6.943	8.2731		
GS1_SS_22385_12402	SCBGLR1116C03.g	.	.	.	Microtubule-associated protein RP/EB family member 3; End-binding protein 3; EB3; EB1 protein family member 3; EBF3; RP3	6.8719	6.7277			8.1084	6.9681			6.8201			
GS1_SS_19805_12461	SCEPAM1106C12.g	.	.	.	.	7.5457	7.3842	9.3432	10.1538	7.4057	7.7191	11.5584	9.1118	9.1231	9.0003	8.0406	10.1668
GS1_SS_17218_05970	SCSBSB1051D12.g	.	.	.	.	7.3711	7.8387	7.2418	7.7391	8.0242	8.353	8.462	8.3543	7.3783	7.7854		
GS1_SS_22392_15099	SCJLHR1026C05.g	Signal Transduction	quinase	Protein kinase	other	11.1704	7.075			10.6261	7.2171			10.5057			
GS1_SS_17219_03738	SCSBSB1051E06.g	.	.	.	.	6.8683	7.3568			7.2057	7.7555				7.4974		
GS1_SS_19812_01478	SCCCHR1003F04.g	Unknown	no matches	.		7.9702	6.8082			8.263	6.088						
GS1_SS_22390_08861	SCJLFL3010D04.g	.	.	.	Probable methyltransferase PMT25 OS=Arabidopsis thaliana GN=At2g34300 PE=1 SV=2 	8.3544	8.888	6.7521	6.6533	8.8209	9.3764	6.9045	7.7382	8.3262	8.6347	7.1496	7.049
GS1_SS_19810_08338	SCQGLR2025H09.g	.	.	.	Aluminum-activated malate transporter 9; Short=AtALMT9	10.4885	10.3561	9.0808	9.1416	10.3068	10.3197	9.6734	9.6459	10.3654	9.6148	9.0415	9.5841
GS1_AS_16892_20965	SCACST3159E04.g	Signal Transduction	transcription factor	Transcription Factor	MYB-like protein	9.8308	9.1507	8.3607	9.9796	9.5744	9.2903	9.6791	9.6829	10.8841	10.5942	8.8797	9.3746
GS1_AS_22177_00747	SCRFLR2037H07.g	Unknown	.	.	.			6.746		6.4834		8.4827	6.566			7.7114	
GS1_AS_16904_15577	SCMCLR1032E03.g	.	.	Inositol	inositol kinase											6.6612	6.9298
GS1_AS_16910_01239	SCJFSB1012F04.g	.	.	.	.									7.165	7.3225	6.5229	
GS1_AS_16909_04572	SCJFSB1012D12.g	Unknown	.	.	.	10.6992	10.3188	8.5397	7.7563	11.6433	10.6898	10.5348	9.292	11.8113	10.692	9.8294	8.0528
GS1_AS_22231_07126	SCVPLR2005A02.g	Unknown	.	.	.				6.7385			7.8593	6.0153				8.5303
GS1_AS_16917_18472	SCJFRZ2007A10.g	Cell wall metabolism	cell wall differentiation	Cell wall	Mannan endo-1,4-beta-mannosidase	6.8459	6.9969			6.6234		6.8613					
GS1_SS_19841_21485	SCEPLB1041B08.g	.	.	Carbohydrate metabolism	Pentose and Glucuronate interconversions	11.5923	11.0397	11.9596	12.2248	11.8057	11.6154	11.3676	11.8751	11.4521	11.0183	10.5199	11.4783
GS1_SS_17241_09603	SCSBSB1053A12.g	.	.	.	Kelch repeat-containing protein At3g27220	11.0983	11.1371	7.5571	8.2267	11.1933	11.1905	8.3949	8.5828	11.1983	11.1282	8.6386	8.6587
GS1_SS_22412_11181	SCCCLR1022G08.g	.	.	.	UPF0202 protein At3g57940	11.3662	11.3923	10.0045	9.6814	11.1909	11.4933	7.8267	10.3183	10.9148	10.9694	10.3742	9.6593
GS1_SS_22409_12566	SCCCCL4010C09.g	Others	transferase	.	Serine acetyltransferase 4 (AtSAT-4) (AtSERAT3;2)	9.9517	10.0446	7.607	6.8457	9.6257	10.1615	9.5277	7.4311	9.8094	10.6267	8.1207	7.6166
GS1_SS_19840_18998	SCSBAM1084F08.g	.	.	Development	cyclin	8.6541	8.2588	7.4831	7.6905	8.8449	8.583	8.4083	7.8714	9.3081	8.86	7.3036	7.7086
GS1_SS_17242_14231	SCSBSB1053C09.g	Unknown	Uncharacterized	.	.	11.8126	11.4364	10.1612	10.1735	11.8928	11.7818	10.5038	10.5419	11.9797	11.6769	10.281	10.4762
GS1_SS_22415_09054	SCQGFL3050B07.g	DNA metabolism	methyltransferase	.	N(6)-adenine-specific DNA methyltransferase 2	10.0705	8.9046	11.6033	10.7472	8.9069	8.3602	8.5383	10.8208	9.6296	8.206	10.5183	8.9527
GS1_SS_19844_10541	SCCCRZ2001E10.g	.	.	.	DNA-directed RNA polymerase II subunit RPB3-A (RNA polymerase II subunit B3-A) (RNA polymerase II subunit 3-A) (DNA-directed RNA polymerase II 36 kDa polypeptide A)	14.5744	14.7222	11.6968	11.9964	14.5492	15.092	11.2465	12.3231	14.1879	14.6179	11.5759	12.0167
GS1_SS_17243_05692	SCSBSB1053D08.g	Cell wall metabolism	transferase	.	Anthocyanidin 3-O-glucosyltransferase 1; Flavonol 3-O-glucosyltransferase 1; UDP-glucose flavonoid 3-O-glucosyltransferase 1									8.673	8.1334	7.5213	9.6
GS1_SS_22413_08547	SCMCCL6048H03.g	.	.	.	Solute carrier family 12 member 7; Electroneutral potassium-chloride cotransporter 4; K-Cl cotransporter 4	11.4491	11.2185	9.8053	9.574	11.4949	11.3415	9.0169	10.0108	11.6648	11.2643	10.1315	9.6751
GS1_SS_19842_05359	SCCCSB1002A08.g	.	.	.	Mitochondrial outer membrane protein porin of 36 kDa; Voltage-dependent anion-selective channel protein; VDAC; POM 36	10.3282	10.512	8.2	8.2054	10.3408	10.9199	8.0254	8.9452	10.1244	10.3092	7.9169	7.9635
GS1_SS_17244_14350	SCVPRT2076A04.g	Transport	Membrane transporter	.	ABC transporter					9.6813	10.6273	9.6766	9.7248	11.0109	11.1108	9.2163	8.9136
GS1_SS_17245_02763	SCSBRZ3117E08.g	Others	.	.	Adenylate kinase isoenzyme 6; ATP-AMP transphosphorylase 6	11.9656	11.6636	10.4244	10.5239	11.7033	11.7471	10.2549	10.6653	11.8999	11.4437	10.4277	10.5006
GS1_SS_19845_13003	SCJFLR1017H09.g	.	.	.	60S ribosomal protein L17	11.267	11.2064	10.8716	10.7328	11.4173	11.7991	10.0811	11.0406	11.6989	12.1944	10.8483	10.9153
GS1_SS_17246_10059	SCSBSB1053E04.g	.	.	.	.	6.899	7.1511	6.2996	6.1875	7.1184	7.2998	7.1717	6.7434	6.8847		6.8872	7.0356
GS1_SS_22402_14792	SCBGST3108B11.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	3-oxoacyl-[acyl-carrier protein] reductase, chloroplast precursor (EC 1.1.1.100) (3-ketoacy	10.9936	11.2578	11.8881	11.295	11.343	11.3706	10.6832	11.8484	11.0031	11.0822	11.4061	10.7271
GS1_SS_19831_06972	SCJFRZ2012C02.g	Unknown	uncharacterized	.	.	12.738	12.7653			12.269	12.944			13.0003	12.6902		
GS1_SS_22401_07740	SCRFHR1007G01.g	.	.	.	Uncharacterized AAA domain-containing protein C24B10.10c	8.5148	8.5275			8.24	8.2014			7.8027			
GS1_SS_19833_12781	SCCCCL4002G05.g	.	.	.	Putative AC transposase; ORFA		6.8818			7.1806	8.0493			6.8719	6.9135		
GS1_SS_17235_20339	SCSBSB1052F08.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	Cardiolipin synthetase (EC 2.7.8.-) (Cardiolipin synthase) (CLS)	11.4615	11.3869	8.8668	8.7171	11.1143	11.7703	7.7173	9.4785	10.8719	10.9063	8.5297	8.1098
GS1_SS_22406_10226	SCCCAM1C05E05.g	Unknown	others	.	BI1-like protein	14.8216	14.0716	13.2602	12.9045	14.6496	13.7795	14.4316	12.9172	14.4102	13.5146	13.0615	12.5897
GS1_SS_19832_02017	SCEZRZ3015D02.g	Unknown	uncharacterized	.	.	13.049	9.1367			10.8406	7.4553			12.4377	9.2692		
GS1_SS_22404_05578	SCJLFL3012D12.g	.	.	.	UPF0420 protein C16orf58 homolog	8.3696	8.4823	7.08	6.7288	8.0102	8.5521			7.7409	8.0437		
GS1_SS_17237_15558	SCCCRT1003E04.g	.	.	Protein metabolism	Mitochondrial import inner membrane translocase subunit TIM17	14.5907	15.3825	13.4348	13.587	14.6328	15.6995	13.3381	14.041	15.1763	15.8684	13.2066	13.5601
GS1_SS_19838_14493	SCEPAM1054D08.g	.	.	.	Translational activator GCN1; GCN1-like protein 1; HsGCN1	6.6671	7.0365	7.4599	7.7001	6.8484	7.5741	8.6084	7.8672	8.5541	8.992	7.4752	7.7422
GS1_SS_17238_09480	SCSBSB1052G07.g	.	.	.	FGGY carbohydrate kinase domain-containing protein	8.0377	7.8873	7.0174	7.2077	8.1219	8.3198	7.71	7.492	8.0009	8.2012		7.9761
GS1_SS_22408_11578	SCRFFL1033H05.g	.	.	.	.	8.0618	7.2269			7.9636	7.3151			7.7695	7.4893		
GS1_SS_19837_06228	SCSFAM1077D08.g	.	.	.	Cytochrome b5 isoform 1	12.5111	11.8869	10.195	9.9222	11.9771	11.528	8.6202	9.7672	12.2134	11.6872	10.0235	9.5027
GS1_SS_22407_01410	SCJLFL3013C05.g	Others	phosphatase	.	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase; InsP6 and PP-IP5 kinase	10.9338	9.9641	7.5522	6.4611	11.1186	10.0443	9.5473	6.3751	10.3541	9.8221	8.8763	7.1502
GS1_AS_16921_01112	SCCCFL5064G03.g	Others	uncharacterized	.	Retrovirus-related Pol polyprotein from transposon TNT 1-94; Includes: Protease; Includes: Reverse transcriptase; Includes: Endonuclease	6.8382	7.1249	7.167	6.8966	6.7973	7.2597	8.2328	7.7494	8.7448	7.9644	7.3095	7.3303
GS1_AS_16918_16816	SCRFAD1119E01.g	.	.	Bioenergetics	NADH-ubiquinone oxidoreductase chain 1; NADH dehydrogenase subunit 1	9.6806	9.1795	7.5968	7.5701	9.4475	9.1434	8.5094	7.7197	7.711	8.0002	6.9878	7.165
GS1_AS_16928_02962	SCRUFL1022G07.g	Unknown	uncharacterized	.	.	11.0544	10.8112	8.7777	8.7332		6.5837		6.8306	11.0959	10.8113	8.9639	8.2181
GS1_AS_22234_16015	SCMCCL6052H01.g	Carbohydrate metabolism	uncharacterized	Carbohydrate metabolism	Fructose and Mannose Metabolism			6.4437	6.5172	6.7363	6.6027	7.6526	7.0099			6.8236	7.5645
GS1_SS_17191_18044	SCRUSB1064B09.g	.	.	Transcription Factor	Mucin-2; Short=MUC-2; AltName:Intestinal mucin-2; Flags: Precursor	8.7327	8.8963	8.2765	8.2525	8.8814	9.1034	8.6361	8.4796	9.3084	9.6818	8.0298	8.3727
GS1_AS_37175_15223	SCRFAD1119G09.g	.	.	Receptors	Receptor Ser/Thr kinase-unclassified	7.4208	7.421	7.1364	7.338	7.2572	7.3167	8.7515	7.7979	8.4205	8.2079	8.0031	8.1994
GS1_SS_22349_08743	SCAGRT2041C08.g	.	.	.	.	8.4441	8.157	7.2321	8.3769	8.5854	8.4469	9.6459	8.4405	8.676	7.828	8.0452	9.0469
GS1_SS_24765_19721	SCQGLB2042B09.g	Cell wall metabolism	.	Receptors	receptor Ser/Thr kinase			7.8914	6.2839				6.9221			7.3562	
GS1_SS_17182_20815	SCQGST1032D08.g	Signal Transduction	transcription factor	Transcription Factor	MYB-like protein	10.1329	11.3127	9.033	9.8421	12.258	11.3401		9.9241	9.8496	11.1179	8.1972	10.2805
GS1_SS_24766_19215	SCVPFL1134D05.g	.	.	Secondary metabolism	putative riboflavin biosynthesis protein ribA	9.7481	10.3102	8.7231	7.9764	9.7813	10.9317	8.5789	8.9987	9.6101	10.1642	8.6463	7.9367
GS1_SS_19762_12308	SCEZRZ1014A05.g	.	.	.	Kinesin-4; Kinesin-like protein D	8.7797	7.4292			8.9245	7.4152			8.7283	7.3416		
GS1_SS_22348_08281	SCCCAM2001D03.g	.	.	.	.	11.6411	11.6783	11.9347	12.1043	11.8723	12.1538	12.6725	12.2317	12.5223	12.075	11.8756	11.9673
GS1_SS_19770_12555	SCEPAM2011C09.g	.	.	.	.	8.8959	9.8176	6.8182	7.1454	9.6606	9.8819	9.0617	7.7771	9.9068	10.2457	7.3999	8.6122
GS1_SS_17183_12306	SCEPAM1053H04.g	.	.	.	tRNA guanosine-2-O-methyltransferase TRM13 homolog; tRNA [Gm4] methyltransferase; Coiled-coil domain-containing protein 76	11.464	11.1131	9.3346	9.1268	11.3804	11.5152	8.259	9.4521	11.3247	11.3301	9.5213	9.416
GS1_SS_22352_09188	SCVPFL3046G11.g	.	.	Unknown protein	RecName:Elongator complex protein 6; Short=AtELP6; AltName:Elongator component 6; AltName:UPF0405 protein ELP6	11.5896	11.3134	10.4725	10.1225	11.4149	11.6179	9.7267	10.6895	11.4945	11.5611	10.1913	9.9025
GS1_SS_24763_13507	SCVPRZ3030B01.g	.	.	.	Long-chain-fatty-acid-CoA ligase 1; Long-chain acyl-CoA synthetase 1; LACS 1	10.7603	10.5497	10.1963	10.4856	10.6376	10.6538	10.4908	10.5123	9.5281	9.7788	10.2542	10.5083
GS1_SS_22351_08699	SCEZAM2250H10.g	.	.	.	Protein CHUP1, chloroplastic OS=Arabidopsis thaliana GN=CHUP1 PE=1 SV=1 	7.7197	8.0213	6.6987	7.796	8.0861	8.2014	8.812	7.574	7.2345	8.2656	7.1445	8.3854
GS1_SS_24764_13097	SCQGST1029C01.g	.	.	.	Ubiquitin-activating enzyme E1 3	11.3052	11.0794	9.5466	10.1485	11.8421	11.9874	10.8701	10.2444	11.6197	11.862	9.1125	9.8451
GS1_SS_19767_08101	SCAGAD1075E03.g	.	.	.	.	7.4486	8.695			7.6924	8.6586		6.8142	7.4346	8.3935		
GS1_SS_19780_19931	SCCCLR1070D04.g	Carbohydrate metabolism	.	Carbohydrate metabolism	Carbon fixation	13.0726	12.7882	10.2533	10.043	13.6676	13.1224	10.7633	10.8856	12.9881	12.3265	9.837	9.5535
GS1_SS_22356_16195	SCVPFL3047B03.g	Unknown	Uncharacterized	Development	cell differentiation	11.0059	10.1844	14.3384	14.1328	9.732	9.929	11.8629	14.4476	10.8484	9.7873	13.2529	13.1874
GS1_SS_17185_18365	SCJFRT2059E04.g	.	.	Protein metabolism	Aminopeptidase M	8.2718	8.0093			8.4341	8.4053			7.9553	8.0053		
GS1_SS_22354_08355	SCVPFL3047A01.g	.	.	.	.	9.749	8.7447	9.0691	8.2184	9.2976	9.3423	8.7675	9.1814	9.4741	8.6761	8.398	7.1787
GS1_SS_19777_11256	SCAGAD1076E07.g	.	.	.	.			6.4708						7.5969	7.4844		
GS1_SS_24768_21078	SCCCST2002A03.g	.	.	Protein metabolism	Phytocalpain (EC 3.4.22.17) (Fragment)	13.5222	13.886	12.6738	12.7227	13.9184	14.3127	13.0015	12.7275	13.9021	14.4508	13.247	13.3396
GS1_SS_19784_10342	SCAGAD1077C06.g	Transport	transporter	.	RecName:Protein ZINC INDUCED FACILITATOR-LIKE 1; AltName:Protein ZIF-LIKE 1	7.9626	8.0806	6.3587		7.9108	8.2166	8.2192	6.7655	8.0417	8.3442	7.0485	6.8361
GS1_SS_17190_15693	SCRUSB1064B07.g	.	.	Nucleic acid metabolism	mRNA-nucleus export	9.1317	9.6649			9.7568	9.6508		7.3207	9.281	9.6818		
GS1_SS_24769_11112	SCQGLB2043A04.g	.	.	.	.	10.4924	10.5325	10.3921	10.3443	10.6263	10.787	10.9497	10.539	11.7273	11.8211	10.4131	10.304
GS1_SS_19782_06375	SCAGAD1077A02.g	Unknown	.	.	.	7.7561	8.2094	7.0903	7.7618	7.9687	8.7155	9.5279	7.8373	8.2693	8.7368	7.9115	7.9143
GS1_SS_22357_00274	SCVPFL3047C04.g	Unknown	.	.	Protein CHUP1, chloroplastic OS=Arabidopsis thaliana GN=CHUP1 PE=1 SV=1 	13.0423	9.6237			12.1724	8.7973			12.6456	8.998		
GS1_SS_22345_10044	SCQGAM2028F04.g	.	.	.	RecName:Putative protein TPRXL	13.6231	12.8759	9.5128	8.7254	13.3749	13.1231	10.691	9.1512	13.5068	12.8238	8.9565	8.7543
GS1_SS_22347_11808	SCVPFL3046A08.b	.	.	.	.	10.9522	11.6946	8.068	7.7144	11.0225	12.1318	7.7683	8.5991	11.2396	12.0968	7.9982	7.8282
