probe_name	transcript_name	function	structural	category	sub category 1	A1V2E3_0.80.c	A1V2E3_0.80.t	A1V2E5_0.80.c	A1V2E5_0.80.t	A1V2E6_0.80.c	A1V2E6_0.80.t
GS1_SS_22413_08547	SCMCCL6048H03.g	.	.	.	Solute carrier family 12 member 7; Electroneutral potassium-chloride cotransporter 4; K-Cl cotransporter 4	8.508	8.7849	11.29	11.6754	10.3585	12.3401
GS1_SS_19842_05359	SCCCSB1002A08.g	.	.	.	Mitochondrial outer membrane protein porin of 36 kDa; Voltage-dependent anion-selective channel protein; VDAC; POM 36	9.8884	9.7722	11.4542	11.7372	11.4188	11.698
GS1_SS_17245_02763	SCSBRZ3117E08.g	Others	.	.	Adenylate kinase isoenzyme 6; ATP-AMP transphosphorylase 6	9.6169	9.4619	12.0322	11.2959	12.0106	10.9458
GS1_SS_19845_13003	SCJFLR1017H09.g	.	.	.	60S ribosomal protein L17	9.2021	9.3282	11.2237	10.4199	10.6436	10.4119
GS1_SS_22402_14792	SCBGST3108B11.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	3-oxoacyl-[acyl-carrier protein] reductase, chloroplast precursor (EC 1.1.1.100) (3-ketoacy	10.4146	10.4583	12.1932	12.0402	11.7115	12.6603
GS1_SS_22401_07740	SCRFHR1007G01.g	.	.	.	Uncharacterized AAA domain-containing protein C24B10.10c					7.0022	7.255
GS1_SS_17235_20339	SCSBSB1052F08.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	Cardiolipin synthetase (EC 2.7.8.-) (Cardiolipin synthase) (CLS)	8.4976	8.1128	10.0989	9.8767	9.6097	9.2657
GS1_SS_22406_10226	SCCCAM1C05E05.g	Unknown	others	.	BI1-like protein	13.0745	13.3025	14.7768	13.7688	14.5282	13.8121
GS1_SS_22404_05578	SCJLFL3012D12.g	.	.	.	UPF0420 protein C16orf58 homolog	6.773	7.0568	8.6632	8.8718	8.7763	8.6234
GS1_SS_17237_15558	SCCCRT1003E04.g	.	.	Protein metabolism	Mitochondrial import inner membrane translocase subunit TIM17	13.6052	13.4318	15.0978	14.746	15.2977	14.9039
GS1_SS_19838_14493	SCEPAM1054D08.g	.	.	.	Translational activator GCN1; GCN1-like protein 1; HsGCN1	6.4645	6.3626	6.6414	6.7713		
GS1_SS_17238_09480	SCSBSB1052G07.g	.	.	.	FGGY carbohydrate kinase domain-containing protein	6.9329	7.2051	9.4689	9.3204	8.7199	9.3431
GS1_SS_19837_06228	SCSFAM1077D08.g	.	.	.	Cytochrome b5 isoform 1	10.4917	10.16	11.0894	9.2853	10.6064	8.1824
GS1_SS_22407_01410	SCJLFL3013C05.g	Others	phosphatase	.	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase; InsP6 and PP-IP5 kinase	9.1548	10.2858	9.8988	9.6592	11.0491	9.6186
GS1_AS_16921_01112	SCCCFL5064G03.g	Others	uncharacterized	.	Retrovirus-related Pol polyprotein from transposon TNT 1-94; Includes: Protease; Includes: Reverse transcriptase; Includes: Endonuclease		7.0733	8.0641	8.2752	7.7356	9.954
GS1_AS_16918_16816	SCRFAD1119E01.g	.	.	Bioenergetics	NADH-ubiquinone oxidoreductase chain 1; NADH dehydrogenase subunit 1	7.1754	7.1562	7.4875	7.3788	7.3756	7.2913
GS1_AS_16928_02962	SCRUFL1022G07.g	Unknown	uncharacterized	.	.	8.1614	8.1583	9.6641	10.4437	9.4613	10.0802
GS1_AS_22234_16015	SCMCCL6052H01.g	Carbohydrate metabolism	uncharacterized	Carbohydrate metabolism	Fructose and Mannose Metabolism	6.8843		7.3144	8.0514		7.925
GS1_SS_17191_18044	SCRUSB1064B09.g	.	.	Transcription Factor	Mucin-2; Short=MUC-2; AltName:Intestinal mucin-2; Flags: Precursor	7.7218	7.9062	9.4843	9.9797	8.7091	9.6218
GS1_AS_37175_15223	SCRFAD1119G09.g	.	.	Receptors	Receptor Ser/Thr kinase-unclassified	6.4787	6.2569	7.1473	7.3483	6.8963	7.0852
GS1_SS_22349_08743	SCAGRT2041C08.g	.	.	.	.	8.8445	8.8525	8.875	9.2965	10.0382	8.327
GS1_SS_24765_19721	SCQGLB2042B09.g	Cell wall metabolism	.	Receptors	receptor Ser/Thr kinase	7.8199	8.3536	8.7432	9.2662	8.8949	6.6092
GS1_SS_17182_20815	SCQGST1032D08.g	Signal Transduction	transcription factor	Transcription Factor	MYB-like protein	10.5246	9.8654	13.0611	9.8523	12.788	8.1357
GS1_SS_24766_19215	SCVPFL1134D05.g	.	.	Secondary metabolism	putative riboflavin biosynthesis protein ribA	8.7342	9.0298	10.6188	10.967	10.0171	11.0848
GS1_SS_22348_08281	SCCCAM2001D03.g	.	.	.	.	11.8914	12.0162	12.8815	13.4789	13.2883	13.2967
GS1_SS_19770_12555	SCEPAM2011C09.g	.	.	.	.	9.5751	9.4511	9.9947	10.1151	11.128	8.4134
GS1_SS_17183_12306	SCEPAM1053H04.g	.	.	.	tRNA guanosine-2-O-methyltransferase TRM13 homolog; tRNA [Gm4] methyltransferase; Coiled-coil domain-containing protein 76	7.7766	7.5636	9.719	9.4242	9.0053	9.0091
GS1_SS_22352_09188	SCVPFL3046G11.g	.	.	Unknown protein	RecName:Elongator complex protein 6; Short=AtELP6; AltName:Elongator component 6; AltName:UPF0405 protein ELP6	10.2517	10.2729	11.2998	11.9162	11.5073	11.4157
GS1_SS_24763_13507	SCVPRZ3030B01.g	.	.	.	Long-chain-fatty-acid-CoA ligase 1; Long-chain acyl-CoA synthetase 1; LACS 1	8.5219	9.1982	10.2338	11.1775	9.9795	10.976
GS1_SS_22351_08699	SCEZAM2250H10.g	.	.	.	Protein CHUP1, chloroplastic OS=Arabidopsis thaliana GN=CHUP1 PE=1 SV=1 	7.5188	7.912	8.0309	8.9207	7.9009	8.7574
GS1_SS_24764_13097	SCQGST1029C01.g	.	.	.	Ubiquitin-activating enzyme E1 3	8.8842	8.9645	10.6341	10.1669	9.7922	10.7366
GS1_SS_19767_08101	SCAGAD1075E03.g	.	.	.	.			9.63	9.8775	8.1762	9.7544
GS1_SS_17184_11768	SCRUSB1063B04.g	.	.	.	.				7.7986	6.9988	7.0448
GS1_SS_19780_19931	SCCCLR1070D04.g	Carbohydrate metabolism	.	Carbohydrate metabolism	Carbon fixation	10.8463	10.8671	12.5314	13.0331	12.7754	12.8986
GS1_SS_22356_16195	SCVPFL3047B03.g	Unknown	Uncharacterized	Development	cell differentiation	11.4553	11.4438	14.6081	12.1884	13.3127	11.1591
GS1_SS_17185_18365	SCJFRT2059E04.g	.	.	Protein metabolism	Aminopeptidase M			8.6891	9.692	8.2738	9.7383
GS1_SS_22354_08355	SCVPFL3047A01.g	.	.	.	.	7.1652	7.7456	8.4453	9.4858	9.0781	8.7957
GS1_SS_24768_21078	SCCCST2002A03.g	.	.	Protein metabolism	Phytocalpain (EC 3.4.22.17) (Fragment)	11.214	11.7407	13.0747	13.2025	12.6536	12.8781
GS1_SS_19784_10342	SCAGAD1077C06.g	Transport	transporter	.	RecName:Protein ZINC INDUCED FACILITATOR-LIKE 1; AltName:Protein ZIF-LIKE 1	8.6685	9.4531	8.8665	11.2721	11.006	10.9982
GS1_SS_17190_15693	SCRUSB1064B07.g	.	.	Nucleic acid metabolism	mRNA-nucleus export	8.3735	8.1657	10.7354	10.9624	10.2761	10.7287
GS1_SS_24769_11112	SCQGLB2043A04.g	.	.	.	.	9.0998	8.9353	10.835	10.6751	10.6456	10.5532
GS1_SS_19782_06375	SCAGAD1077A02.g	Unknown	.	.	.	7.5794	7.9056	8.1141	8.3279	8.1534	7.8181
GS1_SS_22345_10044	SCQGAM2028F04.g	.	.	.	RecName:Putative protein TPRXL	9.4983	9.8093	10.404	9.5954	10.3675	9.5734
GS1_SS_24762_01009	SCRULB2065E01.g	.	.	.	Putative copper-transporting ATPase 3			6.1825	7.8394		8.8853
GS1_SS_22347_11808	SCVPFL3046A08.b	.	.	.	.	6.7103	7.0513	7.7509	9.5172	8.3349	9.7314
GS1_SS_24754_03983	SCACLR1130C01.g	.	.	.	.	8.5975	8.2749	10.3497	10.1326	10.0018	10.4092
GS1_SS_19756_20122	SCCCLR1024H03.g	.	.	Protein kinase	calcium-related	12.16	12.3033	13.4023	13.7274	13.2287	13.7388
GS1_SS_19755_10868	SCQSLR1089A12.g	.	.	Protein kinase	Casein kinase	9.1899	9.6854	11.5924	10.78	10.6079	10.8861
GS1_SS_24755_13380	SCMCST1057D07.g	.	.	.	Calcium-transporting ATPase 4, endoplasmic reticulum-type	11.8966	12.1189	13.9779	14.5564	13.8433	14.9412
GS1_SS_17175_18334	SCRULR1020G05.g	.	.	Stress	.	7.4194	7.5437	9.5482	8.6979	8.5461	9.0432
GS1_SS_22346_06034	SCVPFL3046G09.b	.	.	Library-specific	By domain	8.6735	9.2061	10.5537	12.1131	10.5967	13.4163
GS1_AS_16842_05069	SCEQSB1018E03.g	Unknown	no matches	.		6.4758	6.5136	7.1252	6.7623	7.1002	6.9152
GS1_AS_22115_01894	SCRFFL5043G11.g	Others	.	.	Growth-regulating factor 5; Short=OsGRF5; AltName:Transcription activator GRF5			6.8387	6.9757		7.1068
GS1_SS_19793_19288	SCJLLR2013G12.g	.	.	Cell cycle	COP9 signalosome complex subunit 1 (G protein pathway suppressor 1) (GPS1 protein) (MFH pro	11.6253	11.5151	13.3908	13.1029	12.8786	12.6386
GS1_SS_22369_08794	SCVPFL3047F02.b	Unknown	kinase/phosphatase	.	Bifunctional purple acid phosphatase 26; Includes: Acid phosphatase; Includes: Peroxidase;	11.1994	11.3793	12.5389	15.1782	12.3377	16.0431
GS1_SS_22366_21495	SCCCLR1C05A07.g	.	.	Amino acid metabolism	Aspartate kinase-homoserine dehydrogenase (EC 1.1.1.3) (HDH)	9.9326	10.1133	11.5963	11.7788	11.283	11.7741
GS1_SS_17205_12128	SCSBSB1050B05.g	Unknown	uncharacterized	.	.	10.6542	9.7022	10.1317	10.999	11.2427	11.5251
GS1_SS_17207_11830	SCSBSB1050B08.g	.	.	.	Short-chain dehydrogenase/reductase 2; AtSDR2				7.0533	6.8247	6.9458
GS1_SS_22371_13985	SCCCRZ2003B05.g	.	.	.	RecName:Translation initiation factor IF-2	17.6904	17.6609	17.7347	17.392	18.5018	15.9206
GS1_SS_19797_12445	SCEZAD1078D07.g	.	.	No matches	.		6.9655	7.5053	8.7364	8.0723	7.5113
GS1_SS_22370_14034	SCBGLR1082F12.g	.	.	.	.	12.4869	12.1744	13.4888	13.2525	13.4974	12.9474
GS1_SS_17211_09221	SCACLR1129D01.g	.	.	.	.	12.2654	11.9985	12.985	14.3453	13.4246	14.6654
GS1_SS_19799_03700	SCEZAD1078F06.g	.	.	.	Multidrug resistance-associated protein 2; Glutathione S-conjugate-transporting ATPase 2; ATP-energized glutathione S-conjugate pump 2	8.2778	9.177	10.7857	10.7654	10.399	9.0668
GS1_SS_17212_18898	SCCCRZ2C01B09.g	.	.	Protein metabolism	Eukaryotic translation initiation factor 5A (eIF-5A) (eIF-4D)	16.0295	15.6434	16.8573	15.195	17.1176	14.6258
GS1_SS_22376_14351	SCVPFL3048D06.g	.	.	.	.	10.2914	10.3911	10.6854	11.2968	11.3828	10.6773
GS1_SS_19798_13246	SCCCRZ1001A08.g	.	.	.	Protein translation factor SUI1 homolog; Protein GOS2	13.5121	13.4417	14.3379	15.1168	14.5523	15.5475
GS1_SS_22375_10426	SCCCRZ1004F10.g	.	.	.	RecName:Serine/arginine-rich splicing factor 4; AltName:Splicing factor, arginine/serine-rich 4	12.2251	12.4138	13.2974	13.4252	13.3742	13.2754
GS1_SS_17213_17090	SCSBSB1051A09.g	.	.	No matches	.			6.3987	7.4005		9.0407
GS1_SS_17216_15015	SCSBSB1051D04.g	.	.	No matches	RecName:Serine/arginine repetitive matrix protein 1; AltName:Plenty-of-prolines 101			8.7741	9.1268	8.6922	8.5375
GS1_SS_19802_11519	SCEPAM1106B08.g	.	.	.	.	9.2589	9.5893	10.2317	10.8081	10.0232	10.8319
GS1_SS_22361_09137	SCEQLR1093F02.g	.	.	.	TFIIH basal transcription factor complex p47 subunit; Suppressor of stem-loop protein 1 homolog; SSL1 homolog	9.795	9.79	11.5177	10.6997	11.4005	10.028
GS1_SS_22360_05644	SCVPFL3047F01.g	Unknown	.	.	.	7.4621	7.9481	8.944	9.8063	9.1912	9.7737
GS1_SS_17194_20403	SCAGLR2033D10.g	AminoAcid and nitrogen metabolism	Transferase family	Stress	Water stress	14.8354	14.881	15.3825	13.747	15.8915	12.4906
GS1_SS_22365_04682	SCBGST3104A06.g	Unknown	Uncharacterized	.	Pentatricopeptide repeat-containing protein At1g06580	12.276	12.8186	14.111	11.6303	13.9614	11.1161
GS1_SS_19789_14183	SCAGAD1077F08.g	Unknown	uncharacterized	.	RecName:Cytochrome P450 734A4	10.7059	10.3728	11.2271	9.7242	11.7375	8.5269
GS1_SS_22364_05426	SCVPFL3047B02.b	Unknown	.	.	.	7.7493	7.9004	9.505	10.8022	9.423	11.0736
GS1_SS_19788_05142	SCJLRT1015G11.g	.	.	.	A-factor-processing enzyme			7.6836	9.0001	6.9584	8.6808
GS1_AS_38210_17393	SCRFFL5042D12.g	Unknown	.	No matches	.	9.2904	9.1712	10.4947	9.6402	10.582	9.3401
GS1_AS_16865_21081	SCEQSB1C01F10.g	.	.	Pathogenicity	R-gene				6.8357	6.8481	6.8645
GS1_AS_16871_01921	SCRLCL6031D09.g	.	.	.	RecName:Dentin sialophosphoprotein; Contains: RecName:Dentin phosphoprotein; AltName:Dentin phosphophoryn; Short=DPP; Contains: RecName:Dentin sialoprotein; Short=DSP; Flags: Precursor			7.1272	7.4479		6.8102
GS1_AS_22140_03612	SCVPFL1071H08.g	.	.	.	.			6.8805	7.4809	7.1363	8.6526
GS1_SS_19741_19072	SCBFAD1067F08.g	Unknown	uncharacterized	No matches	.			6.3114	6.6456		6.4341
GS1_SS_22324_07625	SCRLFL3009F02.b	.	.	.	Attachment protein G3P; AltName:Gene 3 protein; Short=G3P; AltName:Minor coat protein		6.7424	7.2836	7.8045	7.3739	7.4904
GS1_SS_02162_07936	SCJFLR1013C10.g	Lipid metabolism	.	.	Lipase; Triacylglycerol lipase;	9.693	9.3551	10.2995	11.2042	11.0908	11.752
GS1_SS_02161_15346	SCSFAM1076A05.g	Signal Transduction	kinase/phosphatase	Receptors	receptor Ser/Thr kinase	7.3731	7.2755	8.2012	8.4465	8.5972	7.7876
GS1_SS_02160_13416	SCRLCL6030C06.g	.	.	.	RecName:Uncharacterized protein LOC284861			6.3199	6.5577		
GS1_SS_24721_00118	SCEQRT1031B08.g	.	.	.	Peroxisomal membrane protein PEX14; Peroxisomal membrane anchor protein PEX14; Peroxin-14; PTS1 receptor-docking protein	11.6478	11.6889	12.5757	12.9096	12.8317	12.7536
GS1_SS_24722_10700	SCJFRZ2015B09.g	.	.	.	.	10.39	10.2901	12.3408	12.4957	11.8096	12.2311
GS1_SS_19724_17935	SCRFAD1024B11.g	.	.	Protein kinase	Undefined- unclassified			8.5932	9.2614	8.1888	9.245
GS1_SS_22311_08179	SCVPFL3045D02.g	Unknown	uncharacterized	.	Putative protein TPRXL	11.6439	11.2605	11.8355	12.2433	12.7779	11.7701
GS1_SS_24717_12077	SCVPFL3045B01.g	.	.	.	.			7.4179	6.7725	7.032	6.7081
GS1_SS_22319_21121	SCCCLR2001F09.g	.	.	Protein metabolism	40S ribosomal protein S3a (CYC07 protein)	12.9855	12.7903	14.7141	13.2752	14.3492	13.2826
GS1_SS_19728_10767	SCCCST1005H03.g	.	.	.	RecName:Acrosin; Contains: RecName:Acrosin light chain; Contains: RecName:Acrosin heavy chain; Flags: Precursor			7.9488	7.2153	6.9495	7.0157
GS1_SS_24718_03318	SCRLLB2034A01.b	.	.	.	RecName:Mucin-5AC; Short=MUC-5AC; AltName:Gastric mucin; AltName:Lewis B blood group antigen; Short=LeB; AltName:Major airway glycoprotein; AltName:Mucin-5 subtype AC, tracheobronchial; AltName:Tracheobronchial mucin; Short=TBM; Flags: Precursor	7.184	7.0416	9.0121	8.1041	8.3387	7.0683
GS1_SS_19726_14067	SCRFAD1024B12.g	.	.	.	Cycloartenol synthase; 2,3-epoxysqualene-cycloartenol cyclase			6.5699	6.6603		
GS1_SS_22321_13889	SCEQLB1063E01.g	.	.	.	60S ribosomal protein L6-3	11.5671	11.2337	13.7764	12.2203	12.9365	12.5717
GS1_SS_24729_02730	SCBFAD1096C06.g	Unknown	uncharacterized	.	.	8.9581	9.1318	9.5604	9.7502	9.8866	9.0613
GS1_SS_19729_05074	SCBGLR1003E03.g	.	.	.	RecName:Transcriptional regulator ATRX homolog; AltName:ATP-dependent helicase xnp-1; AltName:X-linked nuclear protein 1	7.6831	7.3061	9.3753	8.89	8.6331	7.6731
GS1_SS_22320_04755	SCJFRZ2015B05.g	.	.	.	Putative uncharacterized protein YDL057W	9.1694	8.9396	10.292	9.6857	10.1822	9.2361
GS1_SS_19736_19206	SCBFAD1067C08.g	Unknown	uncharacterized	No matches	.	9.2295	8.1076	8.4748	8.7012	9.3501	9.3634
GS1_SS_22322_21316	SCJLAM2093B10.g	Cell wall metabolism	Other glycan degradation	Cell wall	beta-1,3-glucanase Glycosyl hydrolases family 17	8.3673	8.632	8.8816		9.8768	
GS1_AS_16802_18687	SCBGSB1028D02.g	.	.	Transcription Factor	Zinc finger proteins	8.6073	8.8766	9.7127	10.5667	10.0617	9.6782
GS1_AS_16796_03379	SCBGSB1027E12.g	Unknown	.	.	.	7.2438	7.2216	9.4124	10.6102	8.6657	11.6102
GS1_AS_22044_18477	SCJLST1020G08.g	Signal Transduction	.	Receptors	receptor Ser/Thr kinase	9.2008	8.9974	10.3415	10.8347	10.8854	11.1209
GS1_SS_22310_17794	SCUTAM2007C09.g	Protein metabolism	Ribosomal protein	Protein metabolism	Mitochondrial ribosomal protein S11 (Nuclear encoded)	11.2597	11.1333	12.9354	12.9252	12.5548	13.0748
GS1_AS_35805_21641	SCRFFL1027E12.g	.	.	Protein kinase	RLCK	10.6609	10.0492	12.0778	11.4166	12.2126	11.245
GS1_SS_02171_11294	SCJFRZ2032D07.g	.	.	.	.	7.6417	8.0082	8.0191	9.8686	8.3727	10.2165
GS1_SS_02168_09302	SCQGRT1041B10.g	Others	uncharacterized	.	Secretory carrier-associated membrane protein 3; Secretory carrier membrane protein 3	9.7126	8.703	10.7905	9.1782	11.1372	9.522
GS1_SS_02167_13557	SCCCAM1C04G03.g	.	.	.	.	8.7447	8.7456	10.1723	10.6494	10.1726	10.8183
GS1_SS_02176_06003	SCEQAM1040D05.g	.	.	.	.	9.7734	10.1058	10.8813	11.2014	10.6351	11.172
GS1_SS_02175_18224	SCJLLR1108G12.g	.	.	Stress	response to virus	11.8504	12.0374	13.9536	13.5495	13.3257	13.6444
GS1_SS_02174_12576	SCEQAM1040C11.g	.	.	.	Kelch domain-containing protein 4	7.6144	7.4907	9.4151	9.0031	8.9461	8.7885
GS1_SS_24737_04342	SCSBLB2036C04.g	.	.	.	BRCT domain-containing protein At4g02110	6.7044		7.8821	9.7522	8.0363	10.4546
GS1_SS_19745_10379	SCEZHR1049D11.g	.	.	.	.		6.5444	7.924	9.7083	8.9103	9.6602
GS1_SS_24739_07664	SCBGAM1093C02.g	.	.	.	.	6.9617	7.7085	8.1457	8.1685	8.2783	7.3729
GS1_SS_19744_12759	SCRLCL6030H11.g	.	.	.	.		6.7492	7.8768	8.9508	8.3343	9.3634
GS1_SS_22330_11245	SCSBFL1107F05.g	.	.	.	.		6.3241	7.1875	8.4111		9.3171
GS1_SS_22336_11099	SCVPFL3046C12.b	.	.	.	.	8.125	8.392	9.4954	9.5749	8.9643	9.3109
GS1_SS_19747_12612	SCAGAD1073C08.g	Signal Transduction	transcription factor	.	.	10.3798	9.7351	11.2334		11.9441	
GS1_SS_24734_00510	SCSGLR1045C09.g	.	.	.	RecName:Probable RNA polymerase II transcription factor B subunit 1-1; AltName:General transcription and DNA repair factor IIH subunit TFB1-1; Short=AtTFB1-1; Short=TFIIH subunit TFB1-1	8.3133	8.5659	9.4228	9.8195	9.2408	10.1079
GS1_SS_19746_08550	SCAGAD1073B03.g	.	.	.	.	10.5547	10.9302	12.9174	11.2398	12.0514	10.484
GS1_SS_22335_02205	SCRULB1061E11.g	.	.	.	.	9.3661	9.7109	9.6717	9.4517	10.5868	8.5719
GS1_SS_19749_11672	SCJLRT1017F10.g	.	.	.	Cell cycle control protein 50A; Transmembrane protein 30A	11.4179	11.214	12.5661	13.5486	12.5051	13.6668
GS1_SS_22340_11463	SCEQLB1066F11.g	.	.	.	Protein LSM12 homolog B	13.2781	12.9223	13.9573	13.9518	14.2046	13.9985
GS1_SS_22339_10820	SCVPFL3046E09.b	Signal Transduction	kinase/phosphatase	.	Purple acid phosphatase; Zinc(II) purple acid phosphatase;	9.091	9.1314	10.9193	11.8712	10.8578	12.8681
GS1_SS_19748_15238	SCBFRZ2047E02.g	.	.	Cell cycle	Cell division cycle protein 27 homolog; CDC27Hs; H-NUC	8.2305	8.7124	9.7026	10.2633	9.1729	10.1241
GS1_SS_24746_12601	SCCCCL4017B11.g	.	.	.	SAP-like protein BP-73; OsBP-73; Riaa1	10.8113	10.7749	12.9682	11.4588	12.5999	10.3591
GS1_SS_22344_07937	SCBGLR1096F11.g	Unknown	uncharacterized	.	.	7.3476	7.7295	8.3224	9.3079	9.1789	8.1491
GS1_SS_19750_21639	SCAGAD1073F06.g	.	.	Amino acid biosynthesis	Putative uridylate kinase	9.6491	9.815	12.4337	11.0114	10.6625	10.6116
GS1_SS_22341_18031	SCCCRT1002H03.g	.	.	Protein metabolism	PASTICCINO 1-D (PASTICCINO 1-A)	11.815	11.9924	13.5853	13.3226	12.9926	13.317
GS1_AS_16827_05327	SCCCCL3120H04.g	.	.	.	Syntaxin-22; AtSYP22; AtVAM3	7.6291	7.762	8.7226	8.9198	8.9608	8.6947
GS1_SS_24731_10405	SCRLLB2035G09.g	.	.	.	.			7.3064	6.291		
GS1_SS_24733_00095	SCMCAM1099H01.g	.	.	.	.	7.2264	7.595	8.9412	8.7947	8.5613	8.7729
GS1_SS_22329_18610	SCEQRT1033A11.g	.	.	Protein kinase	Calcium-related	10.1738	9.9513	11.247	11.8735	11.3577	11.8
GS1_SS_24730_07099	SCRLLB2035E08.g	.	.	.	RecName:BTB/POZ and MATH domain-containing protein 2; AltName:Protein BTB-POZ AND MATH DOMAIN 2; Short=AtBPM2	6.4632	6.4482	6.8893	6.8768	8.0291	7.1181
GS1_AS_22064_20364	SCBGFL4057B08.g	.	.	Stress	DNA repair			6.4743	6.7495		6.2847
GS1_AS_16821_05828	SCEQSB1016B06.g	Signal Transduction	Regulatory and Sensor	.	.	9.5464	9.534	11.5472	10.8384	11.2086	11.382
GS1_AS_22063_06517	SCCCRZ1003E08.g	Cytoskeleton and vesicle trafficking	.	.	Coatomer subunit beta-2; Beta-coat protein 2; Beta-COP 2	8.9149	9.016	11.5938	11.7251	11.0178	11.3043
GS1_SS_17334_12054	SCSGSB1007F02.g	.	.	.	.	10.5007	10.5538	12.1108	12.4003	11.6771	12.106
GS1_SS_17320_12506	SCQSAM1034H06.g	Unknown	uncharacterized	.	RING-H2 finger protein ATL4M; NEP1-interacting protein 1	12.9084	13.2795	15.8117	14.1384	15.0131	15.1066
GS1_SS_17322_06127	SCSGSB1006E12.g	.	.	.	Bifunctional purple acid phosphatase 26; Includes: Acid phosphatase; Includes: Peroxidase;	10.6578	10.6852	12.4558	12.3827	12.1896	11.5615
GS1_SS_17325_15130	SCQSLR1090A06.g	.	.	Protein kinase	casein kinase	12.4366	12.6538	13.7323	14.1818	13.9483	13.9884
GS1_SS_17326_20059	SCBFLR1083H12.g	Redox Metabolism	.	Stress	peroxidase	8.4962	8.426	10.1339	8.8695	10.5569	6.5707
GS1_SS_17327_03968	SCSGSB1006H07.g	Unknown	uncharacterized	.	.	7.2412	7.2108	6.9958	6.3635	8.3582	
GS1_SS_17330_20573	SCSGSB1007B05.g	.	.	Ubiquitination	F-box family protein			7.5777	7.5786		
GS1_SS_17337_08373	SCUTST3129E06.g	.	.	.	Putative methyltransferase NSUN5; NOL1/NOP2/Sun domain family member 5; NOL1R; Williams-Beuren syndrome chromosomal region 20A protein	8.0933	7.9571	9.9391	9.5647	9.252	9.4599
GS1_SS_17339_20333	SCEPLB1044D10.g	DNA metabolism	uncharacterized	Nucleic acid metabolism	regulation of transcription, DNA-dependent	9.8143	9.7147	10.609	11.6817	11.0825	11.3432
GS1_SS_17343_06925	SCEZLR1052F04.g	Signal Transduction	synthase	.	Probable ATP synthase 24 kDa subunit, mitochondrial;	9.7584	9.8607	10.8318	11.8861	11.5766	11.5432
GS1_SS_17348_00865	SCSGSB1009A09.g	Unknown	Uncharacterized	.	.	11.2547	11.4463	13.0225	13.1385	12.5792	13.618
GS1_SS_17336_02187	SCVPLR1006H04.g	.	.	.	.		6.4626	7.339	8.5422	7.1231	8.575
GS1_AS_17031_17390	SCQGSB1083G08.g	Light harvesting	electron carrier	Photosynthesis	(Q93VA3) Cytochrome C6, chloroplast precursor (Soluble cytochrome f) (Cytochrome c553) (Cytochrome c			6.757	6.4199		
GS1_SS_19901_16401	SCVPRZ2039D11.g	Signal Transduction	kinase/phosphatase	Protein phosphatase	serine/threonine PPM family	10.9347	10.8849	13.9898	15.1889	13.8735	14.4137
GS1_SS_17296_06390	SCBFRZ2047G11.g	.	.	.	.	12.1477	12.2337	12.9972	13.531	13.6581	12.6244
GS1_SS_17297_01167	SCCCFL3003G02.g	Unknown	.	.	.	6.8475	6.6876	7.4387	7.5522	6.8945	8.4301
GS1_SS_19893_07143	SCCCLR2004G09.g	.	.	.	RecName:Uncharacterized protein DKFZp434B061	10.8945	10.9832	11.982	12.087	12.066	11.9214
GS1_SS_19891_09996	SCAGFL1089A10.g	Unknown	uncharacterized	.	RecName:Cytokinesis protein sepA; AltName:Forced expression inhibition of growth A; AltName:Protein FH1/2	10.6018	10.7047	12.0409	10.1713	12.4941	9.5577
GS1_SS_19895_04584	SCQGST1033B10.g	.	.	.	ATPase family AAA domain-containing protein 1-B	9.5707	9.9923	12.2182	12.7631	11.3853	13.2943
GS1_SS_19894_10169	SCCCLR1048G10.g	.	.	.	Uncharacterized protein At3g58460	7.8652	7.8903	9.1296	10.0785	9.0257	10.2957
GS1_SS_17290_14221	SCSFSB1071F07.g	.	.	.	.	7.9489	8.0778	9.3401	9.4656	9.4637	9.1246
GS1_SS_19896_02505	SCAGFL1089G01.g	.	.	.	MutS protein homolog 5		6.6683	7.5536	7.9013	7.3923	7.1052
GS1_SS_17291_12667	SCJFRZ1005F02.g	Unknown	uncharacterized	.	RecName:Uncharacterized protein BHLF1	10.2822	9.294	9.9591	10.7664	11.2014	10.7576
GS1_SS_19900_01488	SCJFRT1010C10.g	Oxidative phosphorylation	synthase	.	ATP synthase subunit gamma, chloroplastic; F-ATPase gamma subunit;  Inceptin;	16.9785	17.3562	17.8408	16.3342	17.9153	14.4391
GS1_SS_17292_13568	SCSFSB1071H07.g	.	.	Protein kinase	Putative RLCK	11.9099	11.9294	11.7531	12.8406	13.1912	12.5288
GS1_SS_19899_09915	SCRLFL1010D05.g	.	.	.	.	8.362	8.2822	9.5645	9.7123	9.5804	9.2688
GS1_AS_17058_16909	SCJLLR1011A06.g	.	.	Cell cycle	D-type cyclin	7.1911	7.5954	7.837	7.491	7.5127	7.5563
GS1_SS_17311_11462	SCVPRT2074A01.g	.	.	.	CAP-Gly domain-containing linker protein 1; Restin; Cytoplasmic linker protein 170 alpha-2; CLIP-170; Reed-Sternberg intermediate filament-associated protein; Cytoplasmic linker protein 1	11.2879	10.8152	12.5378	12.1068	12.5901	12.0929
